originalid,motherage,parentincome,fatherhighgrade,motherhighgrade
4635,35,53500,7,12
4636,29,24475,12,14
4637,-3,-4,14,12
4638,-3,-4,14,12
4639,17,16540,12,14
4640,33,-3,-3,17
4641,-3,58050,13,14
4642,-3,58050,13,14
4643,-3,28000,16,16
4644,-3,28000,16,16
4645,36,246474,11,16
4646,27,-4,16,-3
4647,33,-3,19,19
4648,35,-3,19,19
4649,34,5330,13,14
4650,18,3270,-3,-3
4651,22,3270,-3,-3
4652,25,48600,12,12
4653,27,48600,12,12
4654,23,18624,-3,12
4655,24,43500,-3,12
4656,20,18900,12,12
4657,23,18900,12,12
4658,24,81000,16,13
4659,26,-4,16,13
4660,-3,-4,-3,12
4661,-3,-4,-3,-3
4662,40,-3,16,14
4663,29,55000,14,12
4664,27,-3,12,12
4665,22,-4,14,14
4666,-3,-3,13,11
4667,20,-3,13,11
4668,17,38000,10,14
4669,20,67500,12,12
4670,20,51210,12,13
4671,22,51210,12,13
4672,30,37150,12,16
4673,33,37150,12,16
4674,20,24560,12,11
4675,30,0,-4,11
4676,32,-4,-3,-3
4677,-3,-4,-3,-3
4678,-3,41100,-4,-4
4679,19,-4,12,13
4680,22,21360,13,14
4681,22,-3,12,8
4682,20,35000,12,11
4683,-3,0,-3,-3
4684,-3,-3,-3,-3
4685,22,-3,13,12
4686,29,50791,4,15
4687,20,69700,12,11
4688,25,-4,7,3
4689,28,-4,7,3
4690,20,35000,-3,11
4691,23,35000,-3,11
4692,29,14000,12,11
4693,20,40700,12,12
4694,23,40700,12,12
4695,18,7600,-4,-3
4696,20,27500,12,7
4697,30,38000,-4,13
4698,18,15000,3,6
4699,18,15000,3,6
4700,19,15000,3,6
4701,22,-4,-3,-3
4702,23,37300,10,14
4703,21,60000,12,13
4704,31,6456,-3,4
4705,22,900,-3,8
4706,23,57000,12,12
4707,26,57000,12,12
4708,19,94000,12,11
4709,20,94000,12,11
4710,24,70700,13,13
4711,26,70700,13,13
4712,33,-3,8,8
4713,18,-4,12,12
4714,22,61800,12,14
4715,-3,11860,-4,-3
4716,28,83000,14,13
4717,30,-4,2,2
4718,31,-3,2,2
4719,33,101118,18,16
4720,22,74881,-4,12
4721,18,42000,11,14
4722,20,42000,11,14
4723,31,101000,17,18
4724,23,21000,19,18
4725,20,81000,12,14
4726,-3,-3,10,-3
4727,28,46200,16,13
4728,20,70700,12,13
4729,34,-3,14,15
4730,30,246474,14,17
4731,24,52800,18,17
4732,26,52800,18,17
4733,21,6000,8,11
4734,24,33000,3,9
4735,20,35000,-3,12
4736,22,54750,10,14
4737,29,80095,12,12
4738,-3,-3,-4,-3
4739,23,78015,12,17
4740,30,47148,12,12
4741,32,47148,12,12
4742,20,64500,14,12
4743,26,72889,14,12
4744,23,80200,14,11
4745,26,46000,-3,12
4746,30,-4,12,12
4747,26,112814,14,20
4748,36,90000,16,14
4749,28,30000,12,12
4750,28,57500,12,12
4751,25,34300,19,17
4752,25,-4,12,12
4753,27,-4,12,12
4754,21,-4,11,12
4755,31,-3,-3,17
4756,24,-4,-3,-3
4757,27,-4,-3,-3
4758,19,31500,8,14
4759,19,17500,12,9
4760,22,17500,12,9
4761,30,14216,14,13
4762,29,25700,12,12
4763,37,-3,16,14
4764,23,26000,8,7
4765,19,-4,16,-3
4766,21,0,14,12
4767,24,0,14,12
4768,28,62000,12,9
4769,20,52000,12,13
4770,33,36000,20,14
4771,31,9000,16,13
4772,21,48,11,14
4773,25,22800,14,6
4774,27,22800,14,6
4775,28,48500,3,12
4776,29,13800,2,2
4777,-3,5427,11,6
4778,29,27160,-4,2
4779,21,22800,12,12
4780,34,55000,13,8
4781,35,-3,10,11
4782,23,7500,10,9
4783,25,7500,10,9
4784,21,10000,6,-3
4785,21,37200,12,12
4786,25,37200,12,12
4787,30,-3,18,15
4788,29,-3,12,16
4789,30,-3,12,16
4790,29,26602,20,13
4791,32,-3,16,16
4792,29,-4,15,14
4793,28,-4,17,16
4794,20,-3,16,16
4795,33,10000,-4,12
4796,31,-4,12,14
4797,20,63900,12,16
4798,25,-3,20,13
4799,27,58129,16,14
4800,19,33000,12,11
4801,27,67120,16,13
4802,31,-3,16,16
4803,25,53035,15,14
4804,22,38512,12,12
4805,19,11850,10,11
4806,19,28040,-3,14
4807,40,23400,12,12
4808,22,12000,12,9
4809,33,2470,11,11
4810,19,-3,12,11
4811,21,-3,12,11
4812,26,30540,13,16
4813,31,112800,16,18
4814,33,82100,20,12
4815,28,69750,20,20
4816,19,-3,12,13
4817,20,-3,12,13
4818,27,90200,14,14
4819,38,2050,5,20
4820,19,42200,12,14
4821,21,42200,12,14
4822,21,42200,12,14
4823,19,54050,12,12
4824,28,71500,12,12
4825,23,141750,11,13
4826,32,27700,16,14
4827,34,27700,16,14
4828,25,73000,12,12
4829,21,39000,13,13
4830,29,53500,20,18
4831,27,37500,12,12
4832,28,60420,16,16
4833,34,108300,20,19
4834,22,30360,10,11
4835,26,30360,10,11
4836,26,246474,13,14
4837,30,83000,12,16
4838,29,49800,12,12
4839,32,88000,12,12
4840,29,42000,16,12
4841,28,56100,15,8
4842,29,56100,15,8
4843,-3,73180,12,-4
4844,19,73180,11,12
4845,32,47000,11,12
4846,34,47000,11,12
4847,20,14810,-3,10
4848,23,61000,12,12
4849,23,57380,16,13
4850,22,-4,-3,14
4851,-3,-4,-4,-4
4852,27,-3,16,14
4853,34,113365,18,17
4854,25,110000,10,6
4855,27,59700,12,12
4856,20,-3,-3,4
4857,27,-3,-3,2
4858,28,56100,17,17
4859,26,2100,12,12
4860,24,-3,-4,13
4861,31,45000,12,12
4862,25,8127,11,12
4863,17,22200,14,16
4864,20,22200,14,16
4865,21,35500,12,16
4866,25,48750,12,12
4867,19,33800,-4,8
4868,25,21150,11,11
4869,21,-3,-4,11
4870,26,35025,12,12
4871,24,-4,-4,13
4872,25,-4,-4,13
4873,28,-3,12,12
4874,30,-3,12,12
4875,27,55000,12,14
4876,22,37500,14,14
4877,24,37500,14,14
4878,31,-3,12,12
4879,34,25000,-4,14
4880,18,8400,9,12
4881,34,35000,14,14
4882,28,17500,16,15
4883,19,45000,14,12
4884,28,-4,11,11
4885,26,40500,16,16
4886,33,-3,12,10
4887,24,11500,-4,13
4889,32,-3,18,18
4890,34,63000,18,16
4891,26,93000,12,13
4892,23,-3,9,11
4893,22,50200,16,14
4894,23,27800,7,12
4895,27,39600,12,12
4896,26,23900,10,10
4897,27,40400,13,12
4898,25,22580,10,12
4899,29,-4,14,14
4900,26,55500,12,14
4901,25,33700,12,12
4902,28,33700,12,12
4903,25,28600,14,14
4904,22,-3,12,16
4905,23,8345,10,13
4906,36,39856,-3,11
4907,37,39856,-3,11
4908,22,-4,12,12
4909,24,18140,12,12
4910,26,-4,12,12
4911,36,49000,12,12
4912,38,49000,12,12
4913,30,13500,14,12
4914,19,51000,12,14
4915,24,40000,12,12
4916,27,40000,12,12
4917,26,22900,12,14
4918,21,18850,12,12
4919,23,18850,12,12
4920,25,23075,12,12
4921,-3,31300,12,12
4922,-3,31300,12,12
4923,26,18749,12,12
4924,24,42920,10,12
4925,26,42920,10,12
4926,28,85250,18,19
4927,31,88334,12,20
4928,23,-4,12,12
4929,24,-4,-4,12
4930,27,-4,-4,12
4931,23,57750,12,12
4932,27,44400,14,12
4933,28,30000,11,11
4934,20,27000,12,12
4935,22,71300,-4,16
4936,-3,246474,-3,-3
4937,-3,246474,-3,12
4938,26,60800,12,12
4939,23,20000,16,12
4940,24,20000,16,12
4941,28,50759,16,14
4942,19,24500,12,12
4943,21,24500,12,12
4944,22,75000,12,12
4945,30,31000,20,12
4946,28,24000,-3,12
4947,21,31750,13,10
4948,22,84300,12,12
4949,20,-3,9,14
4950,24,49532,11,10
4951,-3,-3,-3,-3
4952,-3,-4,-3,-3
4953,27,40040,12,10
4954,30,40040,12,10
4955,20,20420,12,13
4956,23,20420,12,13
4957,20,28000,-3,12
4958,25,69200,12,12
4959,19,49020,9,12
4960,28,26600,12,14
4961,18,29119,10,13
4962,22,29119,10,13
4963,22,-3,10,12
4964,22,100,12,16
4965,31,46750,9,12
4966,32,46750,9,12
4967,31,20500,16,12
4968,31,20500,16,12
4969,27,67600,12,14
4970,18,67500,12,12
4971,34,63400,12,17
4972,20,30250,12,10
4973,28,15928,12,12
4974,30,15928,12,12
4975,19,33058,12,12
4976,25,45000,12,13
4977,-3,41900,10,12
4978,-3,13475,10,10
4979,21,49138,12,13
4980,39,96800,14,12
4981,21,-3,-3,13
4982,27,50000,16,16
4983,30,15900,-4,12
4984,25,56800,14,15
4985,29,10000,-4,12
4986,28,38000,12,14
4987,27,45000,14,12
4988,20,7500,-3,13
4989,20,47000,-3,11
4990,20,42500,12,11
4991,23,42500,12,11
4992,30,87000,16,16
4993,31,87000,16,16
4994,33,87000,16,16
4995,26,37900,12,12
4996,28,37900,12,12
4997,32,-4,12,18
4998,17,7500,-3,-3
4999,18,7500,-3,-3
5000,18,-4,-3,12
5001,19,-4,-3,12
5002,20,12500,8,10
5003,22,12500,8,10
5004,21,9600,11,12
5005,22,9600,-3,12
5006,24,25000,16,12
5007,38,-3,13,15
5008,30,65100,12,14
5009,22,18500,12,12
5010,38,37356,12,12
5011,21,-4,11,12
5012,33,36000,12,12
5013,35,36000,12,12
5014,31,58650,13,14
5015,22,13000,13,14
5016,25,36060,12,14
5017,23,35000,12,14
5018,26,35000,12,14
5019,30,48400,17,12
5020,23,49000,12,13
5021,26,22000,14,12
5022,21,54000,9,12
5023,29,7900,10,12
5024,33,59500,13,16
5025,34,59500,13,16
5026,29,71000,14,12
5027,29,-3,12,10
5028,29,72000,14,14
5029,30,72000,14,14
5030,35,33600,12,16
5031,30,-3,12,14
5032,18,18116,12,14
5033,19,18116,12,14
5034,28,-3,17,14
5035,29,-3,12,12
5036,32,-4,12,12
5037,18,74200,12,12
5038,19,21600,10,12
5039,21,21600,10,12
5040,28,500,14,17
5041,27,101200,13,18
5042,29,121000,20,16
5043,33,121000,20,16
5044,29,246474,12,9
5045,27,98750,20,20
5046,19,52500,-3,-3
5047,20,-3,-3,-3
5048,21,12500,-3,-3
5049,31,38500,10,12
5050,27,5320,19,8
5051,34,45216,17,14
5052,31,-4,14,18
5053,31,59199,14,12
5054,34,77315,14,12
5055,18,47405,12,16
5056,25,-3,12,12
5057,30,61400,17,13
5058,24,6000,16,12
5059,19,23830,11,12
5060,19,65240,12,12
5061,30,6000,-3,10
5062,33,81500,12,14
5063,21,44000,-4,14
5064,36,39530,12,14
5065,18,78000,11,11
5066,21,78000,11,11
5067,28,6264,11,10
5068,17,55000,16,14
5069,19,55000,16,14
5070,26,33900,9,10
5071,17,61600,8,13
5072,27,-3,11,12
5073,27,45600,12,13
5074,25,-4,12,13
5075,25,81500,12,12
5076,16,-4,7,-3
5077,19,52400,12,16
5078,26,13950,12,11
5079,20,9800,9,8
5080,15,40000,12,12
5081,18,40000,12,12
5082,-3,41840,19,12
5083,26,-4,12,12
5084,23,77000,16,12
5085,25,77000,16,12
5086,29,35038,10,10
5087,20,61000,16,14
5088,21,105000,11,8
5089,24,105000,11,8
5090,30,123700,18,16
5091,32,123700,18,16
5092,23,53000,14,18
5093,22,21500,12,12
5094,27,-4,16,16
5095,26,41050,12,12
5096,32,-3,12,12
5097,33,-3,12,12
5098,25,60200,12,12
5099,22,33000,10,12
5100,19,136800,12,12
5101,29,-3,19,16
5102,23,76500,15,11
5103,-3,53000,12,15
5104,29,53000,12,15
5105,37,28100,9,12
5106,27,-3,12,12
5107,23,49200,12,14
5108,26,42709,14,12
5109,23,28700,15,12
5110,28,47017,10,12
5111,23,42600,14,14
5112,26,42600,14,14
5113,21,37925,11,12
5114,24,55250,12,12
5115,20,56050,14,14
5116,36,67725,12,12
5117,25,35232,9,14
5118,25,64300,12,12
5119,20,62100,14,13
5120,23,23064,11,11
5121,36,48000,16,14
5122,22,39400,12,12
5123,27,57125,12,12
5124,26,-3,12,12
5125,28,-3,12,12
5126,22,32800,13,12
5127,21,38005,12,12
5128,20,41000,12,14
5129,17,33500,18,12
5130,25,-4,14,12
5131,35,34500,13,13
5132,27,37000,12,14
5133,30,37000,12,14
5134,39,37000,16,14
5135,19,63400,12,13
5136,25,55000,-4,15
5137,19,75000,-4,12
5138,20,75000,-4,12
5139,27,91015,13,12
5140,31,91015,13,12
5141,20,26060,13,12
5142,27,72070,17,16
5143,29,72070,17,16
5144,28,53100,12,14
5145,37,42500,12,12
5146,24,61000,20,16
5147,27,61000,20,16
5148,35,42000,14,16
5149,24,53500,12,12
5150,24,30040,14,12
5151,25,-4,14,12
5152,23,40100,14,12
5153,24,40100,14,12
5154,26,78000,16,15
5155,27,78000,16,15
5156,29,78000,16,15
5157,33,76471,16,13
5158,19,11614,13,13
5159,24,35390,15,12
5160,28,47000,20,12
5161,32,-3,7,11
5162,30,22800,16,16
5163,32,22800,16,16
5164,24,-3,14,15
5165,23,50000,14,12
5166,21,47500,11,13
5167,29,63075,12,13
5170,33,59000,17,16
5171,20,31000,16,12
5172,23,45200,12,12
5173,25,45200,12,12
5174,33,89000,20,18
5175,31,40900,13,18
5176,33,40900,13,18
5177,26,40300,9,13
5178,24,66000,12,12
5179,25,66000,12,12
5180,28,67897,12,16
5181,31,67897,12,16
5182,24,56000,12,12
5183,25,72000,12,12
5184,29,124000,16,19
5185,32,51500,12,12
5186,32,80000,12,12
5187,33,80000,12,12
5188,25,50200,12,13
5189,24,65000,14,12
5190,25,65000,14,12
5191,16,37000,12,12
5192,18,37000,12,12
5193,29,65096,16,16
5194,28,84000,16,16
5195,30,84000,16,16
5196,31,61500,16,14
5197,25,40000,18,16
5198,28,40000,18,16
5199,30,21300,12,12
5200,31,21300,12,12
5201,24,62000,18,16
5202,27,64000,12,14
5203,22,59106,13,14
5204,21,81500,12,12
5205,32,58000,12,12
5206,24,112500,14,14
5207,21,36385,-3,14
5208,23,36385,-3,14
5209,28,46000,14,12
5210,23,-4,-3,-3
5211,29,11092,-4,12
5212,22,43000,-3,-3
5213,25,43000,-3,-3
5214,23,48020,12,12
5215,24,9600,12,12
5216,24,29100,12,12
5217,28,29100,12,12
5218,-3,29100,-4,-4
5219,24,246474,-3,-3
5220,26,246474,-3,-3
5221,24,62000,12,12
5222,25,68800,12,14
5223,28,68800,12,14
5224,25,53000,12,12
5225,20,21000,-4,12
5226,20,246474,95,95
5227,23,31200,-4,12
5228,24,31200,-4,12
5229,26,75000,12,12
5230,28,75000,12,12
5231,27,90578,14,12
5232,29,-3,12,12
5233,-3,-3,-4,-3
5234,26,78000,12,18
5235,31,71300,13,12
5236,25,67000,18,14
5237,23,67000,20,16
5238,29,67000,18,14
5239,27,67000,-3,16
5240,22,8000,10,11
5241,22,7700,12,14
5242,23,55000,-3,-3
5243,20,43400,10,14
5244,21,22500,15,12
5245,22,22500,15,12
5246,34,80000,18,18
5247,20,46000,-4,13
5248,30,27000,9,12
5249,28,42622,13,14
5250,28,19150,9,14
5251,31,19000,12,12
5252,32,19000,12,12
5253,27,53600,-4,12
5254,24,17360,-4,13
5255,25,26000,12,13
5256,28,-4,12,12
5257,26,25000,16,14
5258,20,35000,-3,-3
5259,23,79200,14,13
5260,25,79200,14,13
5261,27,79200,14,13
5262,18,-3,13,11
5263,19,-3,13,11
5264,19,16500,-4,12
5265,19,6400,-4,12
5266,21,6400,-4,12
5267,26,90500,18,14
5268,28,90500,18,14
5269,21,75000,-3,-3
5270,33,26500,12,14
5271,27,19028,-3,12
5272,32,104500,18,16
5273,34,2500,-3,16
5274,23,67476,12,12
5275,30,68800,15,16
5276,22,-3,9,11
5277,26,62300,14,16
5278,29,-3,15,16
5279,27,56000,16,15
5280,29,56000,16,15
5281,34,49100,15,12
5282,37,49100,15,12
5283,28,27500,12,12
5284,21,0,10,12
5285,23,0,15,12
5286,24,0,15,12
5287,18,18500,11,8
5288,19,18500,11,8
5289,31,-4,8,12
5290,19,8600,11,14
5291,22,8600,11,14
5292,17,20436,12,13
5293,31,10168,9,8
5294,27,51856,12,14
5295,22,10000,14,15
5296,21,8304,10,9
5297,19,8304,11,-3
5298,17,43380,10,12
5299,-3,43380,12,-3
5300,25,69000,14,16
5301,28,69000,14,16
5302,28,63000,12,12
5303,32,41800,12,9
5304,32,41800,12,9
5305,25,24500,13,13
5306,22,46850,12,15
5307,23,25400,13,13
5308,22,8100,12,12
5309,23,8100,12,12
5310,24,42800,16,14
5311,36,73680,20,16
5312,41,73680,20,16
5313,27,49000,10,12
5314,25,36130,12,11
5315,21,28588,12,9
5316,21,53000,12,12
5317,22,53000,12,12
5318,41,10536,8,5
5319,30,43890,12,12
5320,31,75000,12,12
5321,29,-4,14,14
5322,32,15000,14,14
5323,18,31632,-4,10
5324,23,11500,12,10
5325,25,11500,8,10
5326,21,-3,-4,12
5327,25,38000,10,9
5328,22,13000,16,13
5329,30,-3,14,13
5330,-3,0,12,12
5331,20,-4,10,12
5332,24,34500,12,16
5333,25,34500,12,16
5334,27,34500,12,16
5335,29,-3,11,13
5336,23,27006,10,12
5337,25,27006,10,12
5338,19,23800,11,10
5339,23,23800,11,10
5340,20,57856,12,14
5341,20,63500,12,12
5342,19,14000,12,14
5343,21,14000,12,14
5344,23,45800,14,12
5345,30,82000,16,17
5346,34,82000,16,17
5347,31,27400,12,12
5348,33,27400,12,12
5349,18,28000,8,12
5350,-3,-4,12,-3
5351,27,-4,12,12
5352,26,-3,12,12
5353,21,42000,12,13
5354,23,42000,12,13
5355,25,55428,14,16
5356,28,55428,14,16
5357,24,93600,12,12
5358,28,40200,20,18
5359,21,51500,12,10
5360,27,48450,17,12
5361,29,48450,17,12
5362,21,45500,13,13
5363,25,33960,13,20
5364,32,51600,14,16
5365,19,23000,-3,14
5366,27,56326,12,12
5367,20,42000,12,13
5368,26,25600,12,12
5369,25,50075,16,14
5370,28,30500,12,12
5371,35,26000,14,12
5372,26,22500,16,16
5373,26,22092,11,14
5374,19,41200,13,14
5375,27,43200,-3,14
5376,20,-4,11,8
5377,20,22300,-4,12
5378,16,-4,-4,12
5379,23,17200,12,16
5380,25,48700,16,16
5381,17,8700,11,13
5382,26,48300,14,13
5383,27,-3,14,12
5384,29,-3,14,12
5385,32,42200,16,16
5386,25,246474,13,17
5387,22,17360,12,12
5388,28,81500,12,14
5389,29,95750,16,16
5390,27,8501,12,13
5391,25,23500,16,13
5392,29,23500,16,13
5393,19,41500,12,12
5394,21,41500,12,12
5395,24,56530,12,12
5396,-3,58000,11,13
5397,22,58000,14,13
5398,27,-3,-4,12
5399,25,16030,12,14
5400,19,19667,14,12
5401,19,37500,-4,16
5402,19,30500,12,12
5403,26,28975,12,14
5404,30,28975,12,14
5405,34,42600,16,14
5406,21,73100,-3,16
5407,23,73100,-3,16
5408,24,68500,12,20
5409,25,68500,12,20
5410,27,68500,12,20
5411,26,77550,12,13
5412,24,50213,14,14
5413,20,-3,20,16
5414,21,33250,12,12
5415,23,33250,12,12
5416,18,-3,12,12
5417,30,38616,16,12
5418,29,49894,12,12
5419,20,34047,10,11
5420,26,33000,12,16
5421,18,38100,12,14
5422,20,38100,12,14
5423,17,58000,11,8
5424,19,58000,11,8
5425,26,27000,9,12
5426,30,27000,9,12
5427,22,50000,12,12
5428,25,50000,12,12
5429,-3,54942,-4,-4
5430,-3,54942,-4,-4
5431,31,64400,12,12
5432,27,35000,12,12
5433,18,51000,14,12
5434,19,-3,12,12
5435,22,25000,11,11
5436,26,11242,11,9
5437,28,11242,11,9
5438,26,27304,12,12
5439,25,120000,16,12
5440,32,72000,16,17
5441,23,78200,12,12
5442,27,78200,12,12
5443,28,46000,12,12
5444,28,46000,12,12
5445,25,87000,12,14
5446,27,87000,12,14
5447,22,35000,11,12
5448,-3,-3,9,-3
5449,28,-3,12,12
5450,24,-3,12,12
5451,20,28750,12,12
5452,23,28750,12,12
5453,25,22500,12,12
5454,21,-4,12,12
5455,-3,38000,9,-4
5456,-3,-4,9,-4
5457,27,58800,4,12
5458,28,58800,4,12
5459,17,47000,9,12
5460,20,50200,11,12
5461,-3,16800,-4,12
5462,21,-4,11,12
5463,20,-4,12,12
5464,30,40000,12,14
5465,33,7250,11,8
5466,33,7250,11,8
5467,36,7250,11,8
5468,28,-3,15,13
5469,30,-3,15,13
5470,28,-3,12,12
5471,26,30000,-4,12
5472,27,30000,-4,12
5473,19,62000,12,12
5474,24,17500,17,17
5475,25,104000,16,16
5476,28,25000,-4,12
5477,30,25000,-4,12
5478,32,83000,14,14
5479,34,27116,8,12
5480,20,57261,12,14
5481,30,36000,12,14
5482,32,36000,12,14
5483,34,36000,12,14
5484,28,78000,15,12
5485,28,-4,13,12
5486,25,40000,12,12
5487,20,48000,12,12
5488,18,40000,12,10
5489,19,40000,12,10
5490,28,54040,14,12
5491,18,-3,11,12
5492,23,40000,15,12
5493,26,11500,12,12
5494,27,11500,12,12
5495,26,53200,12,13
5496,31,-3,-3,14
5497,23,40300,10,12
5498,20,-3,12,12
5499,22,-3,-3,12
5500,19,57000,12,16
5501,18,12000,10,10
5502,25,11500,9,12
5503,26,11500,9,12
5504,28,11500,9,12
5505,28,65300,12,12
5506,25,27854,12,12
5507,27,-4,12,12
5508,28,-4,12,12
5509,24,45100,13,12
5510,28,45100,13,12
5511,27,47808,12,13
5512,25,32307,12,15
5513,30,46000,10,12
5514,32,46000,10,12
5515,26,24200,12,12
5516,28,21100,6,9
5517,18,24520,10,11
5518,18,24520,10,11
5519,22,24520,11,11
5520,31,15400,-3,12
5521,17,7200,-3,10
5522,20,3500,11,12
5523,24,3500,11,12
5524,19,59000,-3,12
5525,22,16500,12,12
5526,23,16500,12,12
5527,38,-3,-3,9
5528,22,37200,12,12
5529,26,37200,12,12
5530,20,21010,14,10
5531,19,32500,12,12
5532,22,32500,12,12
5533,21,246474,16,14
5534,33,21000,12,12
5535,19,18000,10,12
5536,37,14170,16,12
5537,39,14170,16,12
5538,18,56220,12,12
5539,25,62000,18,12
5540,25,40200,12,17
5541,23,66730,16,12
5542,27,66730,16,12
5543,30,50000,12,14
5544,23,58000,18,13
5545,26,41750,16,12
5546,28,87600,14,12
5547,21,33371,10,12
5548,16,42500,11,10
5549,18,42500,11,10
5550,19,42500,11,10
5551,22,55100,-3,-3
5552,24,55100,-3,-3
5553,24,55100,-3,-3
5554,18,1560,12,12
5555,22,-3,-3,13
5556,23,-3,-3,13
5557,22,26500,-4,12
5558,22,-3,13,12
5560,23,-3,12,16
5561,31,7500,-4,-3
5562,-3,37500,20,16
5563,19,0,-4,11
5564,-3,0,-4,11
5565,-3,0,-4,11
5566,21,74000,12,-3
5567,18,15000,-3,12
5568,19,46000,12,12
5569,15,-3,-3,12
5570,30,36200,-3,18
5571,29,47300,16,20
5572,36,-4,7,-3
5573,18,48600,-3,12
5574,21,48600,-3,12
5575,21,48600,-3,12
5576,29,-4,12,13
5577,21,0,12,12
5578,32,68000,-3,14
5579,25,-3,12,14
5580,22,8916,8,8
5581,29,-3,12,13
5582,-3,16724,-4,11
5583,34,8500,-3,12
5584,35,8500,-3,12
5585,21,32008,12,10
5586,23,-3,9,7
5587,15,10000,4,10
5588,31,-3,12,12
5589,28,-3,16,17
5590,14,-3,-4,12
5591,33,30000,8,14
5592,20,25500,12,12
5593,-3,-3,12,7
5594,17,11000,6,9
5595,22,-3,14,12
5596,25,-4,12,13
5597,22,-3,-3,12
5598,23,-3,-3,12
5599,20,10002,12,12
5600,21,10002,12,12
5601,17,37500,12,12
5602,26,47000,12,12
5603,23,3000,-3,11
5604,20,40000,12,12
5605,28,-3,16,18
5606,17,16200,9,10
5607,23,31500,12,12
5608,20,18400,-3,12
5609,26,39000,11,13
5610,24,32000,12,16
5611,22,-3,7,12
5612,23,-3,7,12
5613,19,38200,10,12
5614,27,246474,16,16
5615,35,-3,12,18
5616,28,32799,18,17
5617,21,51100,12,12
5618,21,17180,16,18
5619,29,-3,12,12
5620,34,-3,12,12
5621,31,28223,6,11
5622,26,-3,12,12
5623,28,18800,-3,12
5624,27,-3,12,16
5625,20,12000,-3,12
5626,24,12000,-3,12
5627,17,-4,-4,12
5628,17,7600,12,14
5629,24,22000,12,12
5630,35,31292,12,12
5631,28,2000,-3,11
5632,20,22100,-4,13
5633,15,52000,-3,12
5634,19,52000,11,12
5635,21,40750,-3,12
5636,22,7464,-4,-3
5637,23,19000,12,12
5638,24,-4,12,12
5639,26,-4,12,12
5640,27,-4,12,12
5641,27,-4,-4,12
5642,32,75500,20,16
5643,27,45040,14,12
5644,28,-3,12,16
5645,22,26640,12,12
5646,-3,57000,12,14
5647,32,-4,12,15
5648,24,33000,10,18
5649,26,33000,10,18
5650,27,33000,10,18
5651,24,49000,12,12
5652,26,49000,12,12
5653,-3,40000,12,12
5654,33,58400,19,17
5655,23,18060,12,12
5656,25,16000,12,12
5657,20,71320,8,12
5658,22,21500,10,11
5659,24,21500,10,11
5660,17,-4,-4,-3
5661,20,-4,-4,12
5662,17,39000,-3,12
5663,-3,-3,11,9
5664,23,-3,11,9
5665,21,-4,12,12
5666,32,-3,15,16
5667,23,81200,-3,-3
5668,25,81200,-3,-3
5669,35,44200,16,14
5670,38,44200,16,14
5671,34,91600,17,18
5672,31,-3,18,16
5673,-3,56186,-4,-4
5674,-3,56186,-4,-4
5675,24,56000,16,18
5676,28,92500,14,17
5677,16,-4,-3,12
5678,24,76010,12,13
5679,28,-4,-4,12
5680,24,44376,14,13
5681,27,44376,14,13
5682,22,-3,-3,12
5683,21,4080,-4,12
5684,26,3000,-3,12
5685,28,3000,-3,12
5686,28,3000,-3,12
5687,27,-3,11,12
5688,22,-4,-3,6
5689,25,35000,9,10
5690,-3,35000,-4,-3
5691,19,17500,-4,12
5692,15,24000,8,7
5693,17,24000,8,7
5694,19,24000,8,7
5695,40,8300,6,9
5696,18,-4,-3,8
5697,35,77000,16,10
5698,35,-4,16,10
5699,20,17500,8,-3
5700,24,17500,8,-3
5701,21,35000,-3,11
5702,-3,49000,12,12
5703,29,29000,12,12
5704,20,14000,12,12
5705,27,24500,16,15
5706,28,24500,16,15
5707,23,-3,10,9
5708,26,19000,12,12
5709,22,-3,8,12
5710,27,37800,18,18
5711,25,-3,12,14
5712,18,10900,8,10
5713,23,74300,19,15
5714,26,74300,19,15
5715,26,27015,10,12
5716,29,-3,11,11
5717,19,15600,12,11
5718,39,500,4,7
5719,30,18012,8,11
5720,16,42590,12,10
5721,38,7164,3,12
5722,27,28200,8,12
5723,37,-3,19,16
5724,21,34700,12,13
5725,21,34700,12,13
5726,27,20000,12,8
5727,-3,20000,12,8
5728,33,14000,12,12
5729,-3,11020,12,10
5730,24,11020,12,10
5731,43,4948,11,11
5732,17,0,12,9
5733,20,35000,12,10
5734,21,35000,12,10
5735,27,-3,8,11
5736,25,38000,12,12
5737,31,-3,12,9
5738,25,62000,12,13
5739,20,18000,-4,12
5740,22,56750,12,12
5741,22,-3,12,12
5742,24,11616,11,8
5743,35,36000,12,12
5744,37,36000,12,12
5745,28,28500,5,12
5746,29,28500,5,12
5747,20,-4,-3,12
5748,31,12800,8,8
5749,-3,29080,12,14
5750,18,-3,-4,8
5751,25,36900,12,12
5752,-3,1800,-3,12
5753,20,43300,12,14
5754,31,5000,12,12
5755,33,10288,11,12
5756,30,64000,6,14
5757,19,5000,12,12
5758,23,55000,16,16
5759,26,55000,16,16
5760,27,7200,14,11
5761,28,7200,14,11
5762,27,16000,12,12
5763,19,12002,12,12
5764,21,12002,12,12
5765,26,52000,12,16
5766,31,52000,12,16
5767,30,45000,12,18
5768,28,70000,16,16
5769,22,54000,14,14
5770,24,16400,12,8
5771,20,34000,12,11
5772,22,34000,12,11
5773,54,-4,11,9
5774,33,6000,8,7
5775,-3,22000,12,14
5776,32,22000,12,14
5777,28,68500,15,16
5778,-3,-4,13,-3
