originalid,year,weeksworked
1645,2000,22.0
2439,2000,53.0
4919,2000,53.0
5373,2000,53.0
7912,2000,11.0
1574,2000,53.0
3870,2000,24.0
4459,2000,47.0
6219,2000,3.0
2655,2000,22.0
8059,2000,50.0
7892,2000,2.0
4266,2000,52.0
2964,2000,53.0
8464,2000,2.0
885,2000,25.0
548,2000,0.0
7388,2000,0.0
1454,2000,14.0
7852,2000,16.0
4913,2000,53.0
3038,2000,52.0
2113,2000,0.0
6732,2000,0.0
8826,2000,44.0
8067,2000,0.0
4732,2000,51.0
2215,2000,53.0
6593,2000,0.0
4330,2000,6.0
8735,2000,
7632,2000,46.0
1769,2000,53.0
5354,2000,50.0
3056,2000,53.0
5289,2000,13.0
593,2000,53.0
4268,2000,0.0
8385,2000,16.0
5091,2000,0.0
8109,2000,0.0
3397,2000,22.0
7173,2000,0.0
5816,2000,41.0
3889,2000,38.0
4242,2000,0.0
6996,2000,22.0
718,2000,0.0
8925,2000,6.0
2862,2000,47.0
5952,2000,25.0
5206,2000,38.0
6372,2000,53.0
2182,2000,32.0
8650,2000,31.0
8194,2000,15.0
3012,2000,53.0
2589,2000,
1114,2000,53.0
4673,2000,25.0
3123,2000,9.0
8791,2000,53.0
689,2000,0.0
4974,2000,46.0
5580,2000,53.0
3406,2000,52.0
8261,2000,9.0
4341,2000,51.0
102,2000,33.0
4477,2000,52.0
7992,2000,10.0
4664,2000,0.0
900,2000,29.0
5235,2000,37.0
7159,2000,18.0
2536,2000,0.0
8617,2000,9.0
6571,2000,
1393,2000,0.0
6787,2000,51.0
7854,2000,18.0
3864,2000,36.0
184,2000,0.0
2592,2000,12.0
8736,2000,
8378,2000,29.0
3209,2000,47.0
4097,2000,0.0
3651,2000,0.0
8257,2000,0.0
2098,2000,46.0
3817,2000,33.0
3251,2000,39.0
4017,2000,0.0
2045,2000,42.0
4217,2000,53.0
3713,2000,53.0
5483,2000,53.0
4604,2000,0.0
3216,2000,13.0
7243,2000,46.0
3829,2000,52.0
1129,2000,53.0
3022,2000,53.0
7116,2000,0.0
5889,2000,46.0
6844,2000,0.0
6574,2000,23.0
6583,2000,51.0
4283,2000,18.0
2097,2000,0.0
4151,2000,49.0
7264,2000,0.0
3904,2000,0.0
8249,2000,28.0
228,2000,29.0
5210,2000,53.0
8792,2000,0.0
4833,2000,35.0
1395,2000,2.0
1591,2000,48.0
2898,2000,53.0
2475,2000,53.0
8003,2000,21.0
6700,2000,21.0
1928,2000,53.0
455,2000,0.0
5754,2000,23.0
4162,2000,31.0
4746,2000,6.0
6968,2000,46.0
4806,2000,11.0
86,2000,9.0
5406,2000,52.0
6748,2000,7.0
1398,2000,31.0
8187,2000,51.0
362,2000,20.0
105,2000,30.0
8522,2000,0.0
3063,2000,52.0
3018,2000,44.0
7358,2000,7.0
2400,2000,18.0
943,2000,0.0
1310,2000,42.0
7624,2000,
401,2000,0.0
1344,2000,31.0
4671,2000,16.0
6345,2000,12.0
5428,2000,22.0
296,2000,48.0
5080,2000,53.0
563,2000,0.0
4827,2000,47.0
3084,2000,14.0
1655,2000,31.0
2717,2000,4.0
887,2000,0.0
7961,2000,44.0
4363,2000,53.0
7394,2000,11.0
6598,2000,19.0
6510,2000,0.0
8835,2000,49.0
2625,2000,53.0
6965,2000,18.0
252,2000,8.0
6062,2000,0.0
8127,2000,0.0
3092,2000,52.0
879,2000,27.0
4336,2000,20.0
3947,2000,14.0
1285,2000,41.0
6570,2000,34.0
2026,2000,41.0
614,2000,51.0
3019,2000,
6148,2000,0.0
5258,2000,11.0
6803,2000,53.0
1851,2000,43.0
510,2000,34.0
7165,2000,53.0
1111,2000,0.0
3118,2000,23.0
1405,2000,35.0
2216,2000,
1,2000,53.0
5331,2000,53.0
2571,2000,0.0
4106,2000,53.0
51,2000,34.0
1277,2000,51.0
5701,2000,25.0
4323,2000,22.0
2354,2000,52.0
8756,2000,1.0
4326,2000,53.0
4061,2000,53.0
7365,2000,53.0
7544,2000,9.0
4997,2000,41.0
8139,2000,0.0
1106,2000,45.0
1756,2000,
3789,2000,5.0
4116,2000,53.0
7712,2000,
5063,2000,36.0
4651,2000,4.0
2691,2000,
8991,2000,17.0
5600,2000,0.0
3888,2000,22.0
4984,2000,52.0
7778,2000,34.0
448,2000,0.0
2078,2000,0.0
4700,2000,0.0
7860,2000,0.0
20,2000,0.0
5222,2000,29.0
7557,2000,0.0
4560,2000,11.0
5037,2000,35.0
2454,2000,44.0
6419,2000,0.0
4444,2000,13.0
543,2000,6.0
4333,2000,51.0
4902,2000,10.0
6993,2000,53.0
1967,2000,16.0
3270,2000,50.0
2614,2000,53.0
3028,2000,53.0
2197,2000,48.0
2446,2000,0.0
8244,2000,22.0
7533,2000,53.0
7857,2000,53.0
1800,2000,41.0
620,2000,53.0
2564,2000,19.0
37,2000,0.0
8086,2000,22.0
1670,2000,0.0
8239,2000,0.0
7659,2000,17.0
5913,2000,0.0
5295,2000,36.0
6157,2000,32.0
2624,2000,19.0
6165,2000,7.0
4351,2000,0.0
5335,2000,
422,2000,52.0
3659,2000,0.0
7926,2000,52.0
4426,2000,1.0
8283,2000,41.0
1245,2000,0.0
1938,2000,32.0
1783,2000,53.0
5215,2000,17.0
4918,2000,37.0
221,2000,8.0
479,2000,35.0
8618,2000,50.0
6487,2000,0.0
1546,2000,22.0
2558,2000,42.0
3509,2000,29.0
5283,2000,53.0
8495,2000,53.0
4173,2000,0.0
8896,2000,30.0
7515,2000,24.0
4358,2000,22.0
5316,2000,10.0
3574,2000,32.0
5006,2000,45.0
4831,2000,52.0
8526,2000,1.0
5071,2000,
6107,2000,0.0
8168,2000,31.0
8458,2000,0.0
6848,2000,53.0
2787,2000,53.0
3481,2000,53.0
7317,2000,0.0
72,2000,18.0
7013,2000,17.0
3419,2000,5.0
2783,2000,34.0
1826,2000,53.0
2379,2000,53.0
8589,2000,9.0
1821,2000,
1349,2000,51.0
2742,2000,42.0
99,2000,53.0
5407,2000,53.0
8482,2000,0.0
5943,2000,51.0
4492,2000,53.0
7895,2000,49.0
7008,2000,19.0
1566,2000,14.0
8126,2000,48.0
3102,2000,53.0
2306,2000,53.0
5991,2000,2.0
3479,2000,53.0
7419,2000,16.0
5106,2000,1.0
2036,2000,38.0
5427,2000,25.0
2580,2000,15.0
6976,2000,33.0
6650,2000,27.0
588,2000,29.0
697,2000,0.0
90,2000,53.0
7055,2000,37.0
6257,2000,6.0
6985,2000,26.0
7696,2000,53.0
347,2000,4.0
348,2000,47.0
4385,2000,0.0
1006,2000,0.0
8079,2000,52.0
3225,2000,47.0
1637,2000,29.0
2027,2000,
7064,2000,10.0
2912,2000,44.0
2598,2000,53.0
7889,2000,
8582,2000,12.0
2733,2000,51.0
8195,2000,53.0
7595,2000,1.0
3325,2000,17.0
8548,2000,23.0
5900,2000,0.0
2586,2000,20.0
3,2000,37.0
892,2000,0.0
2048,2000,31.0
282,2000,53.0
312,2000,52.0
625,2000,12.0
5751,2000,21.0
8958,2000,
5458,2000,0.0
2778,2000,24.0
1718,2000,20.0
843,2000,53.0
6229,2000,0.0
7636,2000,50.0
837,2000,52.0
5667,2000,
8173,2000,16.0
87,2000,15.0
8306,2000,28.0
3339,2000,33.0
1662,2000,
4929,2000,49.0
1551,2000,53.0
6989,2000,21.0
923,2000,30.0
2211,2000,0.0
6730,2000,0.0
2510,2000,29.0
6354,2000,11.0
5820,2000,0.0
3738,2000,0.0
3161,2000,53.0
5233,2000,53.0
256,2000,
2175,2000,5.0
5785,2000,46.0
271,2000,25.0
5965,2000,13.0
5882,2000,53.0
5808,2000,14.0
764,2000,18.0
6194,2000,2.0
3963,2000,22.0
2361,2000,53.0
6760,2000,52.0
1301,2000,0.0
7594,2000,53.0
1163,2000,45.0
1527,2000,0.0
4080,2000,53.0
4540,2000,44.0
8220,2000,45.0
4556,2000,49.0
567,2000,53.0
5733,2000,21.0
7372,2000,0.0
5624,2000,0.0
8095,2000,53.0
2535,2000,0.0
5117,2000,42.0
2725,2000,53.0
5120,2000,33.0
6076,2000,52.0
4932,2000,44.0
39,2000,28.0
3269,2000,
6774,2000,0.0
2501,2000,16.0
7816,2000,29.0
874,2000,0.0
3668,2000,45.0
1151,2000,0.0
7342,2000,51.0
8021,2000,53.0
7537,2000,12.0
8120,2000,21.0
1268,2000,46.0
8762,2000,26.0
7108,2000,0.0
407,2000,0.0
1587,2000,44.0
1102,2000,8.0
7505,2000,11.0
5877,2000,19.0
1724,2000,50.0
5126,2000,16.0
2183,2000,25.0
2221,2000,
2590,2000,0.0
7682,2000,0.0
975,2000,53.0
2278,2000,42.0
5257,2000,0.0
8393,2000,0.0
2708,2000,38.0
6493,2000,13.0
6060,2000,52.0
313,2000,32.0
644,2000,
8354,2000,29.0
8180,2000,46.0
4674,2000,0.0
8099,2000,41.0
6595,2000,0.0
5669,2000,0.0
4056,2000,27.0
3297,2000,53.0
2615,2000,53.0
8972,2000,53.0
4279,2000,2.0
2632,2000,49.0
1331,2000,
974,2000,48.0
647,2000,23.0
8947,2000,48.0
2578,2000,
7481,2000,27.0
5326,2000,0.0
8570,2000,8.0
4713,2000,53.0
4789,2000,5.0
5183,2000,34.0
5743,2000,53.0
3523,2000,53.0
8336,2000,0.0
7156,2000,0.0
2738,2000,0.0
1424,2000,2.0
4218,2000,52.0
621,2000,53.0
6994,2000,0.0
3595,2000,7.0
5752,2000,
2716,2000,38.0
596,2000,32.0
6506,2000,24.0
533,2000,16.0
6202,2000,52.0
7377,2000,29.0
1859,2000,52.0
6269,2000,35.0
3446,2000,35.0
5649,2000,53.0
3228,2000,44.0
6098,2000,44.0
5594,2000,0.0
3998,2000,
2294,2000,47.0
3171,2000,53.0
7233,2000,0.0
5421,2000,53.0
4788,2000,14.0
162,2000,50.0
2132,2000,0.0
3178,2000,53.0
4779,2000,20.0
955,2000,0.0
7669,2000,28.0
3398,2000,0.0
5797,2000,14.0
5138,2000,53.0
824,2000,53.0
8877,2000,45.0
8068,2000,53.0
3919,2000,0.0
964,2000,25.0
2585,2000,0.0
2712,2000,53.0
1358,2000,0.0
3725,2000,16.0
5858,2000,33.0
2772,2000,0.0
7773,2000,49.0
2253,2000,48.0
8597,2000,22.0
5292,2000,52.0
3213,2000,53.0
120,2000,0.0
4499,2000,0.0
779,2000,18.0
989,2000,27.0
8088,2000,39.0
7717,2000,25.0
6070,2000,37.0
4532,2000,32.0
2991,2000,53.0
3310,2000,50.0
4601,2000,41.0
786,2000,
6180,2000,27.0
3994,2000,24.0
7057,2000,53.0
599,2000,50.0
4188,2000,28.0
7168,2000,53.0
7299,2000,0.0
3298,2000,42.0
383,2000,0.0
6995,2000,13.0
2906,2000,12.0
7278,2000,0.0
590,2000,0.0
8092,2000,42.0
2202,2000,53.0
1417,2000,21.0
5954,2000,50.0
2369,2000,0.0
565,2000,0.0
2228,2000,20.0
4891,2000,1.0
1082,2000,19.0
7996,2000,0.0
4957,2000,6.0
6394,2000,33.0
317,2000,37.0
8943,2000,0.0
6378,2000,53.0
5482,2000,44.0
409,2000,
8438,2000,27.0
2812,2000,53.0
5309,2000,21.0
6833,2000,46.0
6502,2000,7.0
8572,2000,53.0
440,2000,40.0
1897,2000,14.0
4233,2000,
5474,2000,50.0
7975,2000,0.0
8945,2000,48.0
2095,2000,53.0
6262,2000,33.0
3049,2000,31.0
6937,2000,2.0
1116,2000,37.0
2165,2000,0.0
3108,2000,53.0
5389,2000,53.0
4298,2000,18.0
5189,2000,53.0
3343,2000,46.0
5220,2000,31.0
1677,2000,32.0
4765,2000,47.0
4743,2000,29.0
1803,2000,53.0
4715,2000,34.0
5293,2000,0.0
8910,2000,47.0
132,2000,6.0
5078,2000,53.0
7923,2000,0.0
6551,2000,5.0
3065,2000,28.0
5956,2000,0.0
7115,2000,40.0
6245,2000,10.0
7446,2000,20.0
8451,2000,34.0
4190,2000,39.0
1542,2000,40.0
6523,2000,46.0
4670,2000,0.0
1077,2000,53.0
7985,2000,0.0
2077,2000,43.0
2502,2000,4.0
4201,2000,9.0
904,2000,0.0
1743,2000,0.0
633,2000,32.0
7605,2000,0.0
1421,2000,25.0
2053,2000,
8289,2000,53.0
1287,2000,51.0
5111,2000,40.0
2405,2000,50.0
8633,2000,31.0
6111,2000,32.0
4731,2000,51.0
8990,2000,15.0
8110,2000,53.0
1262,2000,53.0
4798,2000,0.0
4432,2000,6.0
910,2000,16.0
6901,2000,53.0
4669,2000,0.0
7454,2000,13.0
4823,2000,
1146,2000,0.0
1446,2000,53.0
4104,2000,53.0
4981,2000,20.0
909,2000,0.0
485,2000,53.0
6688,2000,0.0
8363,2000,0.0
8981,2000,46.0
7319,2000,0.0
1619,2000,0.0
8911,2000,22.0
5378,2000,0.0
5626,2000,30.0
5946,2000,43.0
6721,2000,53.0
4965,2000,28.0
7391,2000,0.0
2540,2000,3.0
1891,2000,0.0
7138,2000,51.0
7090,2000,15.0
5029,2000,3.0
861,2000,13.0
233,2000,21.0
2218,2000,53.0
6599,2000,0.0
2172,2000,26.0
7642,2000,53.0
5782,2000,26.0
3109,2000,0.0
3013,2000,40.0
7731,2000,6.0
8015,2000,53.0
2399,2000,38.0
3292,2000,
7312,2000,0.0
5264,2000,32.0
8599,2000,17.0
2102,2000,41.0
7118,2000,17.0
4672,2000,19.0
3583,2000,12.0
8741,2000,53.0
7188,2000,24.0
3710,2000,21.0
1810,2000,12.0
1043,2000,36.0
8770,2000,34.0
435,2000,0.0
1410,2000,52.0
6670,2000,0.0
9005,2000,25.0
8143,2000,6.0
3375,2000,9.0
2542,2000,53.0
4354,2000,53.0
279,2000,12.0
1495,2000,41.0
8164,2000,42.0
4383,2000,0.0
6166,2000,7.0
877,2000,53.0
38,2000,0.0
1884,2000,39.0
1912,2000,46.0
2223,2000,53.0
2875,2000,10.0
624,2000,53.0
6280,2000,47.0
1905,2000,35.0
8023,2000,53.0
6940,2000,11.0
5097,2000,49.0
142,2000,16.0
2847,2000,6.0
7770,2000,33.0
5873,2000,53.0
1419,2000,25.0
3855,2000,41.0
4301,2000,51.0
3505,2000,51.0
8535,2000,40.0
4719,2000,41.0
3113,2000,0.0
1271,2000,53.0
3596,2000,13.0
3624,2000,51.0
5102,2000,53.0
5441,2000,53.0
8999,2000,53.0
5415,2000,52.0
4088,2000,
4175,2000,13.0
8848,2000,32.0
2179,2000,15.0
6400,2000,53.0
1790,2000,44.0
7687,2000,0.0
8607,2000,0.0
7486,2000,28.0
3158,2000,40.0
263,2000,10.0
4587,2000,42.0
5495,2000,5.0
3417,2000,33.0
5777,2000,0.0
5892,2000,27.0
2024,2000,0.0
8754,2000,0.0
4243,2000,0.0
1485,2000,14.0
4574,2000,
3831,2000,53.0
7980,2000,0.0
1842,2000,10.0
4227,2000,0.0
1157,2000,0.0
3967,2000,31.0
2495,2000,29.0
2566,2000,30.0
7946,2000,53.0
5553,2000,53.0
4799,2000,51.0
4204,2000,0.0
8537,2000,24.0
206,2000,33.0
5576,2000,0.0
8347,2000,53.0
7817,2000,16.0
6917,2000,52.0
8269,2000,0.0
3350,2000,10.0
1290,2000,15.0
6744,2000,0.0
1220,2000,14.0
1834,2000,23.0
2500,2000,52.0
8200,2000,
7074,2000,0.0
994,2000,20.0
5179,2000,29.0
2154,2000,37.0
8688,2000,0.0
6708,2000,25.0
2696,2000,46.0
6769,2000,53.0
5609,2000,9.0
6520,2000,53.0
6080,2000,39.0
1738,2000,
3238,2000,32.0
8107,2000,0.0
6949,2000,47.0
6888,2000,53.0
5250,2000,36.0
2635,2000,22.0
3857,2000,53.0
4602,2000,9.0
2161,2000,
1827,2000,53.0
4440,2000,41.0
699,2000,0.0
274,2000,24.0
405,2000,35.0
1501,2000,17.0
7551,2000,27.0
769,2000,52.0
8523,2000,44.0
259,2000,8.0
8542,2000,43.0
7543,2000,0.0
2928,2000,53.0
2858,2000,53.0
1056,2000,40.0
750,2000,10.0
1080,2000,52.0
5026,2000,50.0
4676,2000,53.0
2981,2000,30.0
1514,2000,29.0
7661,2000,9.0
3391,2000,0.0
5634,2000,53.0
6615,2000,0.0
1841,2000,13.0
1042,2000,34.0
2651,2000,53.0
2873,2000,53.0
3014,2000,52.0
2222,2000,53.0
1442,2000,0.0
6832,2000,48.0
8543,2000,0.0
7920,2000,0.0
6130,2000,32.0
7470,2000,
3172,2000,52.0
7198,2000,39.0
2242,2000,34.0
50,2000,14.0
2849,2000,6.0
8172,2000,5.0
7877,2000,3.0
2330,2000,0.0
2874,2000,11.0
8924,2000,49.0
8649,2000,
3097,2000,53.0
8013,2000,11.0
8467,2000,46.0
6176,2000,37.0
8137,2000,53.0
6594,2000,35.0
2690,2000,34.0
7324,2000,34.0
8193,2000,
2557,2000,0.0
2918,2000,30.0
8549,2000,0.0
5627,2000,39.0
266,2000,52.0
1455,2000,0.0
1156,2000,16.0
7412,2000,18.0
5301,2000,9.0
1852,2000,53.0
2043,2000,0.0
878,2000,0.0
1211,2000,4.0
6291,2000,31.0
1671,2000,26.0
8508,2000,53.0
5087,2000,53.0
5915,2000,53.0
3556,2000,10.0
1914,2000,53.0
8379,2000,0.0
23,2000,53.0
536,2000,5.0
2707,2000,50.0
4478,2000,48.0
6010,2000,19.0
3151,2000,36.0
48,2000,53.0
2015,2000,53.0
3661,2000,51.0
3770,2000,11.0
8325,2000,53.0
3875,2000,26.0
6078,2000,52.0
5420,2000,53.0
4087,2000,53.0
8019,2000,0.0
6120,2000,2.0
5473,2000,53.0
5005,2000,28.0
7552,2000,53.0
5418,2000,36.0
7418,2000,53.0
8008,2000,46.0
2900,2000,41.0
5509,2000,53.0
2777,2000,30.0
8240,2000,53.0
762,2000,13.0
1879,2000,53.0
8198,2000,31.0
6963,2000,49.0
1588,2000,19.0
2311,2000,5.0
2457,2000,44.0
3231,2000,30.0
7625,2000,7.0
5249,2000,34.0
4184,2000,39.0
2364,2000,53.0
6533,2000,53.0
8237,2000,32.0
3351,2000,30.0
6085,2000,18.0
4160,2000,43.0
1226,2000,53.0
3730,2000,
2751,2000,35.0
1085,2000,53.0
6914,2000,52.0
8360,2000,
5227,2000,53.0
8907,2000,53.0
1339,2000,53.0
3545,2000,0.0
8527,2000,0.0
6492,2000,34.0
7711,2000,48.0
1832,2000,0.0
8692,2000,12.0
5086,2000,52.0
912,2000,47.0
7822,2000,9.0
32,2000,53.0
6312,2000,53.0
1097,2000,53.0
4852,2000,53.0
96,2000,0.0
9014,2000,0.0
3652,2000,10.0
4168,2000,52.0
4284,2000,5.0
8905,2000,43.0
2425,2000,45.0
2142,2000,53.0
2743,2000,49.0
193,2000,31.0
8950,2000,0.0
2982,2000,49.0
3499,2000,50.0
240,2000,0.0
5021,2000,52.0
7386,2000,52.0
6224,2000,52.0
8308,2000,53.0
8476,2000,22.0
3017,2000,0.0
8768,2000,11.0
6830,2000,50.0
5567,2000,0.0
3212,2000,0.0
2643,2000,26.0
4982,2000,49.0
5644,2000,50.0
5368,2000,0.0
8125,2000,12.0
3211,2000,19.0
7730,2000,0.0
2776,2000,0.0
1498,2000,0.0
1142,2000,0.0
6042,2000,52.0
1202,2000,47.0
6357,2000,
5989,2000,6.0
7616,2000,35.0
5476,2000,52.0
7030,2000,0.0
7076,2000,16.0
7149,2000,22.0
8005,2000,0.0
231,2000,
1638,2000,52.0
7060,2000,0.0
1535,2000,0.0
3619,2000,0.0
8473,2000,0.0
2411,2000,36.0
6263,2000,50.0
7146,2000,
4549,2000,52.0
2667,2000,0.0
1031,2000,24.0
8554,2000,26.0
4200,2000,7.0
8108,2000,18.0
4680,2000,0.0
3083,2000,0.0
638,2000,15.0
6690,2000,18.0
5753,2000,0.0
4203,2000,43.0
2368,2000,51.0
1936,2000,0.0
9020,2000,3.0
6450,2000,
778,2000,53.0
1182,2000,51.0
1666,2000,47.0
8313,2000,53.0
4187,2000,53.0
4180,2000,0.0
7796,2000,
4759,2000,52.0
1623,2000,53.0
6582,2000,0.0
1993,2000,38.0
5208,2000,39.0
5254,2000,0.0
2883,2000,27.0
5536,2000,13.0
2280,2000,6.0
8954,2000,0.0
1697,2000,0.0
948,2000,28.0
1558,2000,45.0
7047,2000,0.0
2543,2000,53.0
2452,2000,53.0
6451,2000,26.0
5157,2000,13.0
5563,2000,29.0
6475,2000,52.0
4158,2000,31.0
2076,2000,53.0
4121,2000,53.0
2623,2000,9.0
8118,2000,53.0
3849,2000,16.0
5591,2000,0.0
3815,2000,44.0
5178,2000,42.0
2383,2000,0.0
3620,2000,26.0
4380,2000,11.0
3160,2000,
5821,2000,45.0
6099,2000,20.0
4871,2000,10.0
8226,2000,20.0
6480,2000,42.0
2896,2000,
4756,2000,36.0
12,2000,25.0
1850,2000,39.0
7106,2000,53.0
70,2000,0.0
5653,2000,5.0
4908,2000,51.0
4063,2000,53.0
6290,2000,38.0
2206,2000,44.0
7861,2000,41.0
1695,2000,0.0
4496,2000,7.0
261,2000,11.0
8849,2000,53.0
1798,2000,6.0
6765,2000,12.0
3541,2000,34.0
4286,2000,48.0
1774,2000,0.0
5273,2000,
1487,2000,19.0
5546,2000,28.0
7107,2000,33.0
280,2000,53.0
246,2000,53.0
8565,2000,35.0
5843,2000,32.0
6696,2000,0.0
6040,2000,53.0
5188,2000,53.0
8809,2000,31.0
127,2000,53.0
8053,2000,49.0
7235,2000,0.0
3684,2000,2.0
3431,2000,53.0
6725,2000,
7037,2000,0.0
5412,2000,53.0
8869,2000,53.0
4988,2000,20.0
2374,2000,53.0
5604,2000,0.0
3074,2000,51.0
2063,2000,47.0
1674,2000,27.0
991,2000,1.0
1195,2000,41.0
1045,2000,39.0
8186,2000,53.0
7655,2000,0.0
6307,2000,53.0
300,2000,53.0
7473,2000,53.0
2190,2000,9.0
4899,2000,8.0
6435,2000,52.0
4839,2000,23.0
6428,2000,52.0
8129,2000,42.0
6840,2000,
2324,2000,21.0
651,2000,0.0
2391,2000,53.0
6679,2000,0.0
610,2000,51.0
3377,2000,19.0
5236,2000,53.0
6954,2000,46.0
7464,2000,47.0
6653,2000,18.0
2279,2000,53.0
737,2000,27.0
6770,2000,47.0
3804,2000,
5205,2000,37.0
1131,2000,35.0
1023,2000,1.0
444,2000,53.0
8001,2000,49.0
3839,2000,53.0
8051,2000,0.0
1849,2000,53.0
3610,2000,46.0
792,2000,18.0
3474,2000,40.0
8419,2000,15.0
4240,2000,0.0
2796,2000,0.0
4572,2000,0.0
446,2000,53.0
7774,2000,42.0
511,2000,51.0
8583,2000,10.0
6891,2000,0.0
7122,2000,1.0
425,2000,52.0
4504,2000,38.0
4065,2000,53.0
1009,2000,15.0
5372,2000,53.0
5635,2000,23.0
6271,2000,52.0
6788,2000,0.0
8000,2000,0.0
2660,2000,53.0
8042,2000,9.0
2565,2000,39.0
6096,2000,0.0
6299,2000,43.0
5935,2000,18.0
4370,2000,36.0
2951,2000,31.0
6579,2000,34.0
3215,2000,39.0
793,2000,0.0
7582,2000,49.0
8175,2000,7.0
3025,2000,14.0
4939,2000,53.0
924,2000,17.0
7896,2000,3.0
6469,2000,14.0
2518,2000,48.0
6258,2000,50.0
1028,2000,50.0
213,2000,22.0
2513,2000,21.0
6952,2000,9.0
5164,2000,34.0
7628,2000,0.0
8228,2000,0.0
7900,2000,1.0
2034,2000,
1387,2000,9.0
439,2000,26.0
3717,2000,35.0
7640,2000,49.0
2371,2000,53.0
1794,2000,0.0
554,2000,
1392,2000,30.0
3041,2000,0.0
8587,2000,0.0
3913,2000,9.0
8346,2000,6.0
2731,2000,17.0
1335,2000,15.0
993,2000,2.0
5112,2000,30.0
6727,2000,24.0
6562,2000,46.0
598,2000,53.0
8047,2000,18.0
5098,2000,50.0
1404,2000,0.0
1888,2000,32.0
6604,2000,53.0
3769,2000,38.0
7639,2000,9.0
4513,2000,53.0
4860,2000,52.0
8258,2000,19.0
6266,2000,53.0
8181,2000,28.0
7359,2000,12.0
2342,2000,51.0
1875,2000,0.0
436,2000,0.0
2056,2000,0.0
5686,2000,0.0
1751,2000,53.0
4047,2000,0.0
6592,2000,0.0
7162,2000,39.0
2868,2000,35.0
3488,2000,23.0
5383,2000,53.0
6596,2000,0.0
