originalid,year,colenr
8041,2004,1. Not enrolled
669,2004,3. 4-year college
6393,2004,1. Not enrolled
3838,2004,3. 4-year college
521,2004,1. Not enrolled
6154,2004,
546,2004,1. Not enrolled
5927,2004,2. 2-year college 
8100,2004,1. Not enrolled
7534,2004,3. 4-year college
3423,2004,1. Not enrolled
4682,2004,1. Not enrolled
4463,2004,1. Not enrolled
481,2004,1. Not enrolled
868,2004,1. Not enrolled
3408,2004,3. 4-year college
3776,2004,1. Not enrolled
1087,2004,1. Not enrolled
427,2004,1. Not enrolled
573,2004,1. Not enrolled
1775,2004,1. Not enrolled
391,2004,2. 2-year college 
947,2004,3. 4-year college
8705,2004,
1733,2004,1. Not enrolled
8166,2004,1. Not enrolled
8208,2004,1. Not enrolled
7287,2004,1. Not enrolled
4777,2004,1. Not enrolled
1353,2004,1. Not enrolled
4474,2004,1. Not enrolled
8135,2004,1. Not enrolled
1473,2004,3. 4-year college
8547,2004,1. Not enrolled
2267,2004,1. Not enrolled
7519,2004,2. 2-year college 
3139,2004,1. Not enrolled
106,2004,1. Not enrolled
6743,2004,1. Not enrolled
4360,2004,
4361,2004,1. Not enrolled
7955,2004,1. Not enrolled
2611,2004,1. Not enrolled
7797,2004,1. Not enrolled
796,2004,3. 4-year college
2255,2004,1. Not enrolled
3448,2004,
7169,2004,1. Not enrolled
5276,2004,1. Not enrolled
2032,2004,1. Not enrolled
3944,2004,3. 4-year college
8652,2004,1. Not enrolled
112,2004,3. 4-year college
7986,2004,1. Not enrolled
7371,2004,1. Not enrolled
8176,2004,1. Not enrolled
2770,2004,1. Not enrolled
4594,2004,1. Not enrolled
88,2004,1. Not enrolled
2115,2004,1. Not enrolled
281,2004,1. Not enrolled
8913,2004,1. Not enrolled
5734,2004,3. 4-year college
4089,2004,1. Not enrolled
1969,2004,3. 4-year college
2816,2004,1. Not enrolled
3287,2004,1. Not enrolled
4037,2004,1. Not enrolled
2595,2004,1. Not enrolled
2943,2004,3. 4-year college
2226,2004,1. Not enrolled
657,2004,1. Not enrolled
6049,2004,3. 4-year college
4783,2004,2. 2-year college 
1931,2004,1. Not enrolled
4210,2004,1. Not enrolled
928,2004,3. 4-year college
4685,2004,1. Not enrolled
1444,2004,3. 4-year college
7285,2004,3. 4-year college
712,2004,4. Graduate program
4458,2004,2. 2-year college 
365,2004,1. Not enrolled
7113,2004,1. Not enrolled
756,2004,3. 4-year college
2350,2004,3. 4-year college
6817,2004,1. Not enrolled
3055,2004,1. Not enrolled
2130,2004,1. Not enrolled
5477,2004,3. 4-year college
3880,2004,1. Not enrolled
5987,2004,1. Not enrolled
6106,2004,1. Not enrolled
8369,2004,1. Not enrolled
3076,2004,3. 4-year college
2185,2004,3. 4-year college
3968,2004,2. 2-year college 
6648,2004,2. 2-year college 
3086,2004,1. Not enrolled
2047,2004,1. Not enrolled
8157,2004,1. Not enrolled
1511,2004,1. Not enrolled
5279,2004,1. Not enrolled
1561,2004,1. Not enrolled
4334,2004,1. Not enrolled
1235,2004,3. 4-year college
7272,2004,1. Not enrolled
1744,2004,1. Not enrolled
7400,2004,1. Not enrolled
4392,2004,2. 2-year college 
3549,2004,1. Not enrolled
1772,2004,3. 4-year college
4861,2004,1. Not enrolled
3372,2004,1. Not enrolled
2688,2004,1. Not enrolled
8638,2004,1. Not enrolled
305,2004,3. 4-year college
5365,2004,
3070,2004,1. Not enrolled
6549,2004,3. 4-year college
2767,2004,1. Not enrolled
5562,2004,3. 4-year college
3274,2004,1. Not enrolled
7085,2004,1. Not enrolled
3089,2004,1. Not enrolled
2131,2004,1. Not enrolled
5175,2004,3. 4-year college
4854,2004,
860,2004,1. Not enrolled
1443,2004,1. Not enrolled
1673,2004,2. 2-year college 
6201,2004,1. Not enrolled
4677,2004,2. 2-year college 
8471,2004,1. Not enrolled
7727,2004,1. Not enrolled
535,2004,1. Not enrolled
6988,2004,1. Not enrolled
8141,2004,1. Not enrolled
1232,2004,3. 4-year college
4802,2004,3. 4-year college
260,2004,1. Not enrolled
3894,2004,1. Not enrolled
8038,2004,1. Not enrolled
6726,2004,2. 2-year college 
7706,2004,
3805,2004,1. Not enrolled
4417,2004,1. Not enrolled
3878,2004,3. 4-year college
7825,2004,3. 4-year college
8119,2004,3. 4-year college
7548,2004,
3985,2004,1. Not enrolled
527,2004,3. 4-year college
3989,2004,1. Not enrolled
2237,2004,1. Not enrolled
1779,2004,3. 4-year college
4842,2004,3. 4-year college
7942,2004,3. 4-year college
3807,2004,2. 2-year college 
220,2004,1. Not enrolled
2944,2004,3. 4-year college
2609,2004,1. Not enrolled
3489,2004,3. 4-year college
2791,2004,3. 4-year college
1538,2004,
1194,2004,2. 2-year college 
6773,2004,3. 4-year college
2058,2004,1. Not enrolled
412,2004,3. 4-year college
1837,2004,1. Not enrolled
6491,2004,1. Not enrolled
6132,2004,1. Not enrolled
4961,2004,1. Not enrolled
7694,2004,1. Not enrolled
8073,2004,
1685,2004,1. Not enrolled
3433,2004,1. Not enrolled
1657,2004,1. Not enrolled
4418,2004,1. Not enrolled
3071,2004,1. Not enrolled
1628,2004,1. Not enrolled
5828,2004,1. Not enrolled
2721,2004,1. Not enrolled
3336,2004,1. Not enrolled
7783,2004,1. Not enrolled
1742,2004,
1661,2004,4. Graduate program
804,2004,
138,2004,3. 4-year college
3177,2004,1. Not enrolled
4925,2004,
3131,2004,1. Not enrolled
5539,2004,1. Not enrolled
73,2004,1. Not enrolled
4002,2004,1. Not enrolled
5781,2004,1. Not enrolled
3940,2004,1. Not enrolled
7488,2004,1. Not enrolled
8626,2004,1. Not enrolled
7332,2004,1. Not enrolled
66,2004,4. Graduate program
8355,2004,1. Not enrolled
7709,2004,1. Not enrolled
3194,2004,3. 4-year college
3616,2004,3. 4-year college
5174,2004,3. 4-year college
4858,2004,3. 4-year college
3799,2004,2. 2-year college 
7750,2004,1. Not enrolled
4867,2004,1. Not enrolled
460,2004,1. Not enrolled
1035,2004,1. Not enrolled
5747,2004,1. Not enrolled
7255,2004,2. 2-year college 
2990,2004,1. Not enrolled
8070,2004,2. 2-year college 
2505,2004,1. Not enrolled
8286,2004,1. Not enrolled
6569,2004,1. Not enrolled
6538,2004,1. Not enrolled
4678,2004,1. Not enrolled
6526,2004,1. Not enrolled
1990,2004,2. 2-year college 
9010,2004,1. Not enrolled
1058,2004,1. Not enrolled
8612,2004,1. Not enrolled
4592,2004,1. Not enrolled
5581,2004,3. 4-year college
3318,2004,1. Not enrolled
3871,2004,1. Not enrolled
3543,2004,1. Not enrolled
323,2004,1. Not enrolled
5333,2004,3. 4-year college
2435,2004,2. 2-year college 
3863,2004,1. Not enrolled
249,2004,
3023,2004,1. Not enrolled
488,2004,1. Not enrolled
8893,2004,2. 2-year college 
2744,2004,1. Not enrolled
4399,2004,1. Not enrolled
6697,2004,1. Not enrolled
2855,2004,2. 2-year college 
3724,2004,1. Not enrolled
8794,2004,1. Not enrolled
5146,2004,3. 4-year college
2277,2004,1. Not enrolled
4704,2004,
8487,2004,1. Not enrolled
5823,2004,1. Not enrolled
8902,2004,3. 4-year college
1217,2004,1. Not enrolled
5497,2004,1. Not enrolled
7306,2004,1. Not enrolled
1153,2004,1. Not enrolled
7346,2004,
7618,2004,1. Not enrolled
1068,2004,1. Not enrolled
2254,2004,1. Not enrolled
1819,2004,1. Not enrolled
690,2004,1. Not enrolled
7664,2004,
3360,2004,1. Not enrolled
8298,2004,1. Not enrolled
8057,2004,1. Not enrolled
7294,2004,3. 4-year college
5742,2004,1. Not enrolled
4007,2004,1. Not enrolled
8845,2004,2. 2-year college 
67,2004,4. Graduate program
4501,2004,1. Not enrolled
2438,2004,1. Not enrolled
4229,2004,3. 4-year college
7721,2004,1. Not enrolled
6979,2004,1. Not enrolled
2803,2004,1. Not enrolled
4734,2004,1. Not enrolled
7160,2004,1. Not enrolled
2433,2004,1. Not enrolled
568,2004,1. Not enrolled
8521,2004,1. Not enrolled
724,2004,1. Not enrolled
1618,2004,1. Not enrolled
8916,2004,1. Not enrolled
7670,2004,1. Not enrolled
6035,2004,1. Not enrolled
8364,2004,
8840,2004,3. 4-year college
8619,2004,1. Not enrolled
1781,2004,1. Not enrolled
1651,2004,3. 4-year college
4657,2004,1. Not enrolled
1541,2004,1. Not enrolled
239,2004,1. Not enrolled
8568,2004,1. Not enrolled
1839,2004,3. 4-year college
6633,2004,1. Not enrolled
6488,2004,3. 4-year college
850,2004,3. 4-year college
7633,2004,3. 4-year college
5136,2004,3. 4-year college
7086,2004,1. Not enrolled
6897,2004,1. Not enrolled
1940,2004,1. Not enrolled
5364,2004,1. Not enrolled
7127,2004,
7784,2004,1. Not enrolled
6356,2004,
1900,2004,3. 4-year college
6373,2004,2. 2-year college 
7032,2004,1. Not enrolled
7216,2004,3. 4-year college
4344,2004,2. 2-year college 
7700,2004,1. Not enrolled
2848,2004,1. Not enrolled
6877,2004,1. Not enrolled
7270,2004,1. Not enrolled
5640,2004,2. 2-year college 
5128,2004,3. 4-year college
3744,2004,1. Not enrolled
3447,2004,2. 2-year college 
8262,2004,1. Not enrolled
4907,2004,2. 2-year college 
1831,2004,3. 4-year college
3094,2004,1. Not enrolled
7693,2004,1. Not enrolled
5487,2004,1. Not enrolled
3091,2004,2. 2-year college 
6903,2004,1. Not enrolled
4314,2004,3. 4-year college
6698,2004,
4113,2004,3. 4-year college
2363,2004,
5162,2004,3. 4-year college
6391,2004,1. Not enrolled
4577,2004,3. 4-year college
2560,2004,1. Not enrolled
8802,2004,1. Not enrolled
6957,2004,1. Not enrolled
1960,2004,1. Not enrolled
1086,2004,3. 4-year college
1215,2004,1. Not enrolled
5493,2004,1. Not enrolled
8425,2004,1. Not enrolled
1479,2004,1. Not enrolled
4519,2004,1. Not enrolled
5251,2004,3. 4-year college
2420,2004,3. 4-year college
3284,2004,3. 4-year college
4697,2004,3. 4-year college
7370,2004,1. Not enrolled
7835,2004,1. Not enrolled
1883,2004,3. 4-year college
3432,2004,1. Not enrolled
4568,2004,3. 4-year college
8124,2004,1. Not enrolled
6710,2004,1. Not enrolled
2297,2004,1. Not enrolled
1228,2004,1. Not enrolled
5163,2004,3. 4-year college
201,2004,3. 4-year college
3359,2004,1. Not enrolled
2626,2004,1. Not enrolled
308,2004,1. Not enrolled
2987,2004,3. 4-year college
5922,2004,1. Not enrolled
5159,2004,1. Not enrolled
6308,2004,
5731,2004,3. 4-year college
931,2004,3. 4-year college
1329,2004,1. Not enrolled
6086,2004,1. Not enrolled
8581,2004,3. 4-year college
3600,2004,1. Not enrolled
1984,2004,3. 4-year college
6605,2004,1. Not enrolled
7882,2004,1. Not enrolled
4803,2004,1. Not enrolled
4471,2004,3. 4-year college
2415,2004,2. 2-year college 
2059,2004,3. 4-year college
7684,2004,1. Not enrolled
8413,2004,1. Not enrolled
8513,2004,1. Not enrolled
1294,2004,1. Not enrolled
2538,2004,1. Not enrolled
6221,2004,1. Not enrolled
6907,2004,1. Not enrolled
2850,2004,1. Not enrolled
4062,2004,1. Not enrolled
2401,2004,3. 4-year college
1840,2004,3. 4-year college
5401,2004,3. 4-year college
5115,2004,1. Not enrolled
3135,2004,1. Not enrolled
7824,2004,1. Not enrolled
6845,2004,1. Not enrolled
4016,2004,1. Not enrolled
2764,2004,1. Not enrolled
1105,2004,1. Not enrolled
5602,2004,1. Not enrolled
7014,2004,1. Not enrolled
3660,2004,3. 4-year college
5939,2004,3. 4-year college
6862,2004,1. Not enrolled
3250,2004,2. 2-year college 
6947,2004,3. 4-year college
6946,2004,1. Not enrolled
8866,2004,1. Not enrolled
5140,2004,1. Not enrolled
8182,2004,1. Not enrolled
2807,2004,1. Not enrolled
6623,2004,1. Not enrolled
8302,2004,3. 4-year college
7453,2004,2. 2-year college 
1427,2004,1. Not enrolled
3459,2004,1. Not enrolled
4855,2004,3. 4-year college
823,2004,1. Not enrolled
1378,2004,1. Not enrolled
7293,2004,3. 4-year college
8852,2004,1. Not enrolled
1946,2004,1. Not enrolled
6084,2004,1. Not enrolled
3060,2004,1. Not enrolled
6203,2004,1. Not enrolled
5908,2004,3. 4-year college
6196,2004,1. Not enrolled
6101,2004,1. Not enrolled
2386,2004,4. Graduate program
4424,2004,1. Not enrolled
4750,2004,1. Not enrolled
3785,2004,1. Not enrolled
6296,2004,1. Not enrolled
2320,2004,1. Not enrolled
526,2004,1. Not enrolled
4294,2004,3. 4-year college
2112,2004,1. Not enrolled
6712,2004,
7577,2004,3. 4-year college
866,2004,1. Not enrolled
7341,2004,1. Not enrolled
2378,2004,1. Not enrolled
6185,2004,1. Not enrolled
9007,2004,1. Not enrolled
6772,2004,1. Not enrolled
6745,2004,3. 4-year college
6799,2004,1. Not enrolled
3845,2004,1. Not enrolled
7614,2004,3. 4-year college
8644,2004,1. Not enrolled
3654,2004,1. Not enrolled
5481,2004,1. Not enrolled
4514,2004,2. 2-year college 
7491,2004,3. 4-year college
6973,2004,1. Not enrolled
5712,2004,1. Not enrolled
5465,2004,1. Not enrolled
3649,2004,1. Not enrolled
7905,2004,1. Not enrolled
1649,2004,1. Not enrolled
1880,2004,3. 4-year college
4290,2004,1. Not enrolled
6304,2004,1. Not enrolled
344,2004,1. Not enrolled
6208,2004,1. Not enrolled
8786,2004,1. Not enrolled
4135,2004,1. Not enrolled
2508,2004,1. Not enrolled
4251,2004,1. Not enrolled
7079,2004,1. Not enrolled
6459,2004,1. Not enrolled
2837,2004,
8874,2004,2. 2-year college 
4185,2004,1. Not enrolled
8155,2004,1. Not enrolled
1008,2004,2. 2-year college 
3802,2004,1. Not enrolled
2965,2004,3. 4-year college
7425,2004,1. Not enrolled
3096,2004,1. Not enrolled
3797,2004,1. Not enrolled
4646,2004,3. 4-year college
8726,2004,1. Not enrolled
3526,2004,1. Not enrolled
7864,2004,1. Not enrolled
4281,2004,4. Graduate program
7475,2004,1. Not enrolled
1949,2004,1. Not enrolled
956,2004,3. 4-year college
3373,2004,1. Not enrolled
352,2004,1. Not enrolled
5590,2004,1. Not enrolled
2523,2004,3. 4-year college
6669,2004,1. Not enrolled
586,2004,1. Not enrolled
5077,2004,1. Not enrolled
6144,2004,1. Not enrolled
5000,2004,1. Not enrolled
7496,2004,2. 2-year college 
5028,2004,1. Not enrolled
3705,2004,3. 4-year college
276,2004,1. Not enrolled
5926,2004,1. Not enrolled
2529,2004,1. Not enrolled
2828,2004,1. Not enrolled
3396,2004,
7083,2004,3. 4-year college
5343,2004,1. Not enrolled
703,2004,2. 2-year college 
8430,2004,1. Not enrolled
7675,2004,1. Not enrolled
4761,2004,1. Not enrolled
4787,2004,1. Not enrolled
4468,2004,1. Not enrolled
4409,2004,3. 4-year college
7658,2004,1. Not enrolled
2135,2004,1. Not enrolled
6321,2004,1. Not enrolled
4079,2004,1. Not enrolled
1241,2004,1. Not enrolled
2853,2004,1. Not enrolled
1055,2004,1. Not enrolled
4691,2004,1. Not enrolled
3749,2004,1. Not enrolled
4565,2004,1. Not enrolled
1185,2004,1. Not enrolled
4221,2004,1. Not enrolled
1425,2004,1. Not enrolled
1351,2004,1. Not enrolled
784,2004,1. Not enrolled
3813,2004,1. Not enrolled
3378,2004,3. 4-year college
8469,2004,1. Not enrolled
1135,2004,3. 4-year college
2473,2004,1. Not enrolled
2939,2004,3. 4-year college
5031,2004,1. Not enrolled
2050,2004,1. Not enrolled
450,2004,1. Not enrolled
1213,2004,
8718,2004,1. Not enrolled
7305,2004,1. Not enrolled
3900,2004,1. Not enrolled
1627,2004,1. Not enrolled
275,2004,1. Not enrolled
5051,2004,1. Not enrolled
315,2004,1. Not enrolled
2993,2004,3. 4-year college
1646,2004,1. Not enrolled
965,2004,3. 4-year college
1239,2004,1. Not enrolled
205,2004,1. Not enrolled
6145,2004,1. Not enrolled
720,2004,1. Not enrolled
6967,2004,2. 2-year college 
6453,2004,1. Not enrolled
2670,2004,3. 4-year college
8328,2004,1. Not enrolled
3244,2004,3. 4-year college
8510,2004,1. Not enrolled
6807,2004,4. Graduate program
3390,2004,1. Not enrolled
6364,2004,1. Not enrolled
1208,2004,1. Not enrolled
6410,2004,1. Not enrolled
321,2004,1. Not enrolled
2429,2004,
6104,2004,1. Not enrolled
5032,2004,1. Not enrolled
2241,2004,1. Not enrolled
304,2004,2. 2-year college 
4654,2004,3. 4-year college
7914,2004,1. Not enrolled
8280,2004,1. Not enrolled
5829,2004,1. Not enrolled
7532,2004,1. Not enrolled
4760,2004,1. Not enrolled
2349,2004,2. 2-year college 
4885,2004,1. Not enrolled
6576,2004,1. Not enrolled
3601,2004,3. 4-year college
5147,2004,3. 4-year college
8948,2004,1. Not enrolled
564,2004,1. Not enrolled
2909,2004,1. Not enrolled
1925,2004,3. 4-year college
2390,2004,1. Not enrolled
8426,2004,1. Not enrolled
6789,2004,1. Not enrolled
3046,2004,1. Not enrolled
5442,2004,3. 4-year college
4786,2004,1. Not enrolled
2799,2004,1. Not enrolled
8850,2004,2. 2-year college 
4433,2004,1. Not enrolled
81,2004,1. Not enrolled
8498,2004,1. Not enrolled
4859,2004,3. 4-year college
4631,2004,3. 4-year college
4485,2004,
3009,2004,3. 4-year college
3566,2004,1. Not enrolled
7239,2004,1. Not enrolled
7102,2004,3. 4-year college
227,2004,1. Not enrolled
4250,2004,1. Not enrolled
865,2004,3. 4-year college
3449,2004,1. Not enrolled
8170,2004,1. Not enrolled
1413,2004,1. Not enrolled
2969,2004,1. Not enrolled
2200,2004,3. 4-year college
1433,2004,1. Not enrolled
7050,2004,1. Not enrolled
3715,2004,1. Not enrolled
6704,2004,1. Not enrolled
7931,2004,1. Not enrolled
6661,2004,1. Not enrolled
1973,2004,1. Not enrolled
7604,2004,1. Not enrolled
7991,2004,1. Not enrolled
2886,2004,3. 4-year college
5961,2004,1. Not enrolled
6874,2004,2. 2-year college 
6439,2004,3. 4-year college
5896,2004,1. Not enrolled
2244,2004,1. Not enrolled
4256,2004,3. 4-year college
7024,2004,1. Not enrolled
8974,2004,3. 4-year college
7651,2004,1. Not enrolled
3016,2004,3. 4-year college
8500,2004,1. Not enrolled
6127,2004,1. Not enrolled
7911,2004,1. Not enrolled
3821,2004,2. 2-year college 
8326,2004,1. Not enrolled
553,2004,
4813,2004,1. Not enrolled
5544,2004,3. 4-year college
4019,2004,2. 2-year college 
4744,2004,3. 4-year college
4552,2004,3. 4-year college
4509,2004,1. Not enrolled
6317,2004,1. Not enrolled
1823,2004,1. Not enrolled
2002,2004,1. Not enrolled
4949,2004,
1991,2004,3. 4-year college
8132,2004,1. Not enrolled
6584,2004,1. Not enrolled
6933,2004,1. Not enrolled
5455,2004,2. 2-year college 
7139,2004,1. Not enrolled
6873,2004,1. Not enrolled
3637,2004,3. 4-year college
7529,2004,1. Not enrolled
7695,2004,1. Not enrolled
3565,2004,1. Not enrolled
7320,2004,1. Not enrolled
6164,2004,3. 4-year college
1481,2004,1. Not enrolled
6936,2004,1. Not enrolled
2337,2004,1. Not enrolled
5598,2004,1. Not enrolled
7376,2004,1. Not enrolled
8102,2004,1. Not enrolled
330,2004,
8608,2004,3. 4-year college
1992,2004,1. Not enrolled
2308,2004,3. 4-year college
8381,2004,1. Not enrolled
2642,2004,1. Not enrolled
7082,2004,1. Not enrolled
7561,2004,1. Not enrolled
4901,2004,1. Not enrolled
7167,2004,1. Not enrolled
8760,2004,3. 4-year college
3763,2004,1. Not enrolled
419,2004,2. 2-year college 
7410,2004,1. Not enrolled
2765,2004,3. 4-year college
5840,2004,1. Not enrolled
8951,2004,1. Not enrolled
729,2004,1. Not enrolled
8113,2004,1. Not enrolled
251,2004,3. 4-year college
7179,2004,1. Not enrolled
8478,2004,
2930,2004,1. Not enrolled
4705,2004,1. Not enrolled
5058,2004,1. Not enrolled
4369,2004,1. Not enrolled
3884,2004,3. 4-year college
4954,2004,1. Not enrolled
8431,2004,1. Not enrolled
4910,2004,1. Not enrolled
3032,2004,1. Not enrolled
183,2004,3. 4-year college
3793,2004,1. Not enrolled
2996,2004,1. Not enrolled
3882,2004,1. Not enrolled
5180,2004,1. Not enrolled
6541,2004,3. 4-year college
8661,2004,2. 2-year college 
7350,2004,1. Not enrolled
7117,2004,1. Not enrolled
8611,2004,1. Not enrolled
7277,2004,1. Not enrolled
8860,2004,3. 4-year college
5380,2004,1. Not enrolled
1040,2004,2. 2-year college 
675,2004,2. 2-year college 
6528,2004,1. Not enrolled
4443,2004,3. 4-year college
5121,2004,
8803,2004,1. Not enrolled
3938,2004,3. 4-year college
4447,2004,3. 4-year college
5526,2004,3. 4-year college
8416,2004,3. 4-year college
6752,2004,1. Not enrolled
396,2004,1. Not enrolled
531,2004,1. Not enrolled
6189,2004,1. Not enrolled
6577,2004,1. Not enrolled
2155,2004,1. Not enrolled
1966,2004,1. Not enrolled
873,2004,3. 4-year college
8367,2004,1. Not enrolled
6905,2004,2. 2-year college 
2763,2004,1. Not enrolled
6717,2004,1. Not enrolled
8679,2004,1. Not enrolled
4328,2004,3. 4-year college
7042,2004,1. Not enrolled
4178,2004,1. Not enrolled
6831,2004,2. 2-year college 
3080,2004,2. 2-year college 
8926,2004,1. Not enrolled
829,2004,
2846,2004,1. Not enrolled
8758,2004,1. Not enrolled
6119,2004,1. Not enrolled
7096,2004,3. 4-year college
648,2004,1. Not enrolled
1540,2004,1. Not enrolled
7601,2004,1. Not enrolled
8156,2004,1. Not enrolled
7329,2004,1. Not enrolled
1464,2004,3. 4-year college
2186,2004,1. Not enrolled
4547,2004,3. 4-year college
5503,2004,2. 2-year college 
6352,2004,3. 4-year college
1483,2004,3. 4-year college
6238,2004,1. Not enrolled
7316,2004,1. Not enrolled
1024,2004,1. Not enrolled
5643,2004,1. Not enrolled
1359,2004,3. 4-year college
6482,2004,1. Not enrolled
7078,2004,1. Not enrolled
8752,2004,1. Not enrolled
5728,2004,1. Not enrolled
5969,2004,1. Not enrolled
3000,2004,
6241,2004,3. 4-year college
5779,2004,3. 4-year college
7001,2004,1. Not enrolled
3950,2004,1. Not enrolled
5582,2004,1. Not enrolled
4480,2004,1. Not enrolled
7048,2004,1. Not enrolled
7802,2004,1. Not enrolled
3792,2004,1. Not enrolled
1187,2004,3. 4-year college
8341,2004,1. Not enrolled
3832,2004,3. 4-year college
1354,2004,1. Not enrolled
7968,2004,1. Not enrolled
6207,2004,1. Not enrolled
7828,2004,1. Not enrolled
7641,2004,1. Not enrolled
5577,2004,1. Not enrolled
7697,2004,1. Not enrolled
6866,2004,2. 2-year college 
7352,2004,1. Not enrolled
3682,2004,3. 4-year college
700,2004,1. Not enrolled
6182,2004,1. Not enrolled
2482,2004,1. Not enrolled
692,2004,1. Not enrolled
7392,2004,3. 4-year college
4934,2004,1. Not enrolled
2487,2004,1. Not enrolled
8567,2004,1. Not enrolled
1281,2004,3. 4-year college
6386,2004,3. 4-year college
64,2004,1. Not enrolled
988,2004,3. 4-year college
7318,2004,2. 2-year college 
4219,2004,1. Not enrolled
8428,2004,1. Not enrolled
5260,2004,1. Not enrolled
7228,2004,1. Not enrolled
8503,2004,1. Not enrolled
1786,2004,1. Not enrolled
915,2004,1. Not enrolled
7930,2004,1. Not enrolled
4753,2004,3. 4-year college
7254,2004,1. Not enrolled
2610,2004,3. 4-year college
7349,2004,1. Not enrolled
8555,2004,1. Not enrolled
7666,2004,2. 2-year college 
1752,2004,3. 4-year college
4050,2004,1. Not enrolled
8452,2004,1. Not enrolled
1926,2004,1. Not enrolled
6542,2004,1. Not enrolled
1383,2004,1. Not enrolled
2107,2004,3. 4-year college
4198,2004,3. 4-year college
1088,2004,1. Not enrolled
4176,2004,1. Not enrolled
3750,2004,1. Not enrolled
4469,2004,1. Not enrolled
5122,2004,1. Not enrolled
2563,2004,3. 4-year college
3946,2004,1. Not enrolled
6327,2004,1. Not enrolled
4511,2004,1. Not enrolled
7715,2004,1. Not enrolled
8680,2004,1. Not enrolled
8842,2004,1. Not enrolled
2936,2004,1. Not enrolled
3627,2004,1. Not enrolled
5518,2004,1. Not enrolled
5041,2004,3. 4-year college
1412,2004,3. 4-year college
1720,2004,1. Not enrolled
7482,2004,1. Not enrolled
896,2004,1. Not enrolled
7990,2004,
1289,2004,3. 4-year college
3166,2004,1. Not enrolled
759,2004,1. Not enrolled
3747,2004,1. Not enrolled
8094,2004,1. Not enrolled
1224,2004,1. Not enrolled
1370,2004,3. 4-year college
7280,2004,1. Not enrolled
8256,2004,1. Not enrolled
8387,2004,1. Not enrolled
7906,2004,3. 4-year college
7765,2004,1. Not enrolled
6644,2004,1. Not enrolled
2470,2004,
787,2004,1. Not enrolled
5749,2004,1. Not enrolled
149,2004,3. 4-year college
7859,2004,1. Not enrolled
5307,2004,1. Not enrolled
3220,2004,1. Not enrolled
4114,2004,
6657,2004,1. Not enrolled
7099,2004,1. Not enrolled
8935,2004,1. Not enrolled
664,2004,1. Not enrolled
4034,2004,1. Not enrolled
1633,2004,1. Not enrolled
6779,2004,2. 2-year college 
6376,2004,2. 2-year college 
2392,2004,1. Not enrolled
5860,2004,1. Not enrolled
6446,2004,1. Not enrolled
8335,2004,3. 4-year college
4245,2004,1. Not enrolled
1983,2004,1. Not enrolled
6260,2004,1. Not enrolled
585,2004,3. 4-year college
7743,2004,1. Not enrolled
7622,2004,3. 4-year college
2385,2004,3. 4-year college
5678,2004,1. Not enrolled
7777,2004,1. Not enrolled
3227,2004,1. Not enrolled
7443,2004,1. Not enrolled
7603,2004,1. Not enrolled
3877,2004,1. Not enrolled
293,2004,3. 4-year college
6068,2004,1. Not enrolled
6847,2004,3. 4-year college
4067,2004,1. Not enrolled
3382,2004,1. Not enrolled
5437,2004,3. 4-year college
1746,2004,1. Not enrolled
2882,2004,1. Not enrolled
5637,2004,1. Not enrolled
5699,2004,1. Not enrolled
2945,2004,4. Graduate program
4958,2004,2. 2-year college 
6677,2004,1. Not enrolled
3189,2004,3. 4-year college
3144,2004,3. 4-year college
7012,2004,3. 4-year college
1575,2004,1. Not enrolled
6476,2004,1. Not enrolled
6575,2004,1. Not enrolled
8054,2004,1. Not enrolled
4740,2004,1. Not enrolled
7811,2004,1. Not enrolled
1328,2004,2. 2-year college 
3690,2004,2. 2-year college 
2402,2004,3. 4-year college
6950,2004,1. Not enrolled
1921,2004,1. Not enrolled
7180,2004,2. 2-year college 
6420,2004,1. Not enrolled
3511,2004,1. Not enrolled
2168,2004,1. Not enrolled
340,2004,3. 4-year college
8432,2004,1. Not enrolled
7381,2004,3. 4-year college
8961,2004,1. Not enrolled
799,2004,4. Graduate program
4024,2004,3. 4-year college
5247,2004,3. 4-year college
289,2004,1. Not enrolled
7434,2004,1. Not enrolled
2062,2004,3. 4-year college
6686,2004,1. Not enrolled
421,2004,1. Not enrolled
5284,2004,1. Not enrolled
4866,2004,1. Not enrolled
5067,2004,1. Not enrolled
194,2004,1. Not enrolled
6609,2004,1. Not enrolled
4083,2004,1. Not enrolled
4640,2004,1. Not enrolled
6663,2004,1. Not enrolled
1033,2004,1. Not enrolled
7786,2004,1. Not enrolled
6121,2004,1. Not enrolled
8036,2004,1. Not enrolled
1499,2004,3. 4-year college
215,2004,1. Not enrolled
8315,2004,1. Not enrolled
4099,2004,1. Not enrolled
8216,2004,1. Not enrolled
3615,2004,1. Not enrolled
8265,2004,1. Not enrolled
144,2004,1. Not enrolled
8775,2004,1. Not enrolled
3179,2004,2. 2-year college 
7087,2004,1. Not enrolled
2701,2004,2. 2-year college 
8724,2004,3. 4-year college
1939,2004,1. Not enrolled
6969,2004,1. Not enrolled
7888,2004,1. Not enrolled
2517,2004,1. Not enrolled
7769,2004,1. Not enrolled
5551,2004,1. Not enrolled
7739,2004,1. Not enrolled
1975,2004,1. Not enrolled
6138,2004,1. Not enrolled
6418,2004,3. 4-year college
1698,2004,1. Not enrolled
2962,2004,3. 4-year college
6951,2004,1. Not enrolled
