id,citation
135420,"Friedman, Martin. <em>The Precisionist View in American Art: November 13 Through December 25, 1960: An Exhibition</em>. Minneapolis, MN: Walker Art Center, 1960."
135420,"Wilder, Mitchell. <em>Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915 to 1966</em>. Fort Worth: Amon Carter Museum of Western Art,1966."
135420,"Goodrich, Lloyd, and Doris Bry. <em>Georgia O'Keeffe</em>. New York, NY: Published for the Whitney Museum of American Art by Praeger, 1970."
135420,"Hoffman, Katherine. <em>An Enduring Spirit: The Art of Georgia O'Keeffe</em>. Metuchen, NJ: Scarecrow Press, 1984."
135420,"Castro, Jan Garden. <em>The Art &amp; Life of Georgia O'Keeffe</em>. New York: Crown Publishers, Inc., 1985."
135420,"""Art Museum Gets O'Keeffe Paintings."" <em>The Cleveland Plain Dealer</em>, April 22, 1986."
135420,"Callaway, Nicholas. <em>Georgia O'Keeffe: One Hundred Flowers</em>. New York: Knopf in association with Callaway Editions, 1987."
135420,"Culllinan, Helen. ""Georgia On Our Minds; O'Keeffe Legacy: 5 Glowing New Oils at Museum."" <em>The Cleveland Plain Dealer, </em>September 5, 1987."
135420,"Callaway, Nicholas. ""Ostentatious Perfectionism."" Interview by Ingrid Sischy. <em>Artforum International </em>26, no. 5 (January 1988)."
135420,"Bry, Doris, Nicholas Callaway, and Bram Dijkstra. <em>Georgia O'Keeffe: The New York Years</em>. New York: A.A. Knopf in association with Callaway, 1991."
135420,"Montgomery, Elizabeth Miles. <em>Georgia O'Keeffe</em>. New York: Barnes &amp; Noble Books, 1993."
135420,"Chong, Alan. <em>European &amp; American Painting in the Cleveland Museum of Art: A Summary Catalogue</em>. Cleveland: Cleveland Museum of Art, 1993."
135420,"Welton, Jude. <em>Looking at Paintings</em>. London: Dorling Kindersley, 1994."
135420,"Pelfrey, Robert H. <em>Art and Mass Media</em>. Dubuque, Iowa: Kendall/Hunt, 1996."
135420,"Tsutsumi, Tomoko, and Yōko Yano. <em>Seiyō kaiga no naka no hana</em>. Tokyo: Asahi Shinbunsha, 1997."
135420,"Hutton Turner, Elizabeth, and Marjorie P. Balge-Crozier. <em>Georgia O'Keeffe: The Poetry of Things</em>. Washington, DC: Phillips Collection, 1999."
135420,"Lynes, Barbara Buhler. <em>Georgia O'Keeffe: Catalogue Raisonné</em>, 2 vols. New Haven: Yale University Press, 1999."
135420,"Greenough, Sarah. <em>Modern Art and America: Alfred Stieglitz and His New York Galleries</em>. Washington, D.C.; Boston, MA: National Gallery of Art; Bulfinch Press, 2000."
135420,"de Chassey, Eric. <em>Made in USA: l'art américain, 1908-1947. </em>Paris: Réunion des musées nationaux, 2001."
135420,"""L’art Américain débarqu."" <em>Le Magazine: Arts &amp; Spectacles, </em>no. 328 (January 2002)."
135420,"Souter, Janet. <em>Georgia O'Keeffe</em>. New York: Parkstone Press, 2005."
135420,"Sims, Lowery Stokes. <em>The Persistence of Geometry: Form, Content, and Culture in the Collection of the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art, 2006."
135420,"Haskell, Barbara and Sasha Nicholas. <em>Georgia O'Keeffe: Abstraction</em>. New Haven, CT: Yale University Press, 2009."
135420,"Bernard, Sophie. <em>Georgia O'Keeffe et ses amis photographes.</em> Paris: Somogy; Grenoble: Musée de Grenoble, 2015."
135420,"Corn, Wanda M., <em>Georgia O'Keeffe: Living Modern</em>. Brooklyn, NY: Brooklyn Museum; DelMonico Books/Prestel, 2017."
143602,"Hofstede de Groot, C. P. <em>A Catalogue Raisonné of the Works of the Most Eminent Dutch Painters of the Seventeenth Century</em>. London, United Kingdom: Macmillan and Co, 1908."
143602,"Rosenberg, Jakob. <em>Jacob van Ruisdael</em>. Berlin, Germany: B. Cassirer, 1928."
143602,"Simon, Kurt Erich. <em>Jacob van Ruisdael; eine Darstellung seiner Entwicklung</em>. Berlin, Germany: Würfel Verlag, 1930."
143602,"""Year in Review."" <em>The Bulletin of the Cleveland Museum of Art</em> 54, no. 10 (1967): 302-46."
143602,"Stechow, Wolfgana. ""Ruisdael in the Cleveland Museum."" The Bulletin of The Cleveland Museum of Art LV, no.10 (October, 1968): 250-261."
143602,"""Accessions of American and Canadian Museums."" <em>The Art Quarterly </em>XXXI, no. 2 (Summer 1968): 205-232."
143602,"Kokuritsu Seiyō Bijutsukan. <em>Masterpieces of World Art from American Museums from Ancient Egyptian to Contemporary Art</em>. Tokyo: National Museum of Western Art, 1976."
143602,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
143602,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Catalogue of Paintings, Part 3: European Paintings of the 16th, 17th, and 18th Centuries</em>. Cleveland, OH: The Cleveland Museum of Art, 1982."
143602,"Walford, E. John. <em>Jacob Van Ruisdael and the Perception of Landscape</em>. New Haven, CT: Yale University Press, 1991."
143602,"Gibson, Walter S. <em>Pleasant Places: The Rustic Landscape from Bruegel to Ruisdael</em>. Berkeley, CA: University of California Press, 2000."
143602,"Slive, Seymour. <em>Jacob Van Ruisdael: A Complete Catalogue of His Paintings, Drawings, and Etchings</em>. New Haven, CT: Yale University Press, 2001."
143602,"Kuretsky, Susan Donahue, Walter S. Gibson, Catherine Levesque, Erik P. Löffler, Lynn Federle Orr, and Arthur K. Wheelock. <em>Time and Transformation In Seventeenth-Century Dutch Art</em>. Seattle, WA: University of Washington Press, 2005."
97155,"Rubinstein-Bloch, Stella. <em>Catalogue of a Collection of Paintings, Etc. Presented by Mrs. Liberty E. Holden to the Cleveland Museum of Art. </em>Cleveland: The Cleveland Museum of Art, 1917."
97155,"G. U. ""The Holden Collection."" <em>The Bulletin of the Cleveland Museum of Art</em> 4, no. 2 (1917): 19-34."
97155,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1925."
97155,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1928."
97155,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
97155,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
97155,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
97155,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
97155,"The Cleveland Museum of Art<em>. The Cleveland Museum of Art Catalogue of Paintings, Part 3: European Paintings of the 16th, 17th, and 18th Centuries</em>. Cleveland, OH: The Cleveland Museum of Art, 1982."
155637,"Hinson, Tom E. ""Notable Acquisitions."" <em>The Bulletin of the Cleveland Museum of Art</em> 78, no. 3 (1991): 63-147."
155637,"Hinson, Tom E. ""Anselm Kiefer: ""Lot's Wife""."" <em>The Bulletin of the Cleveland Museum of Art</em> 80, no. 4 (1993): 180-85."
155637,"Cleveland Museum of Art, “The Cleveland Museum of Art Acquires Major Works,” December 20, 1995, Cleveland Museum of Art Archives."
155637,"Gallagher, Lowell. <em>Sodomscapes: Hospitality in the Flesh</em>. New York: Fordham University Press, 2017."
135661,
135661,
135661,"Cleveland Museum of Art, “Recent Acquisition Press Release,” September 14, 1959, Cleveland Museum of Art Archives."
135661,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
135661,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
135661,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
135661,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Catalogue of Paintings, Part 3: European Paintings of the 16th, 17th, and 18th Centuries.</em> Cleveland, OH: The Cleveland Museum of Art, 1982."
135661,"McGrath, Elizabeth, et. al. <em>Rubens: Mythological Subjects. Achilles to the Graces.</em> London: Harvey Miller Publishers, 2016."
135661,"Jonckheere, Koenraad. ""Aertsen, Rubens and the questye in early modern painting."" <em>Nederlands kunsthistorisch jaarboek 68 (2018): 72-99.</em>"
135661,"Arendsee, M., and M. Steinman-Arendsee. ""Take the CAN disability aesthetics tour, at the Cleveland Museum of art."" <em>CAN Journal</em> (Winter 2019/20): 76-87."
137319,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
137319,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
137319,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
137319,"Scheifele, Eleanor L.. “A French Romanesque Capital of Daniel in the Lions' Den.” <em>The Bulletin of the Cleveland Museum of Art</em> 81, no. 3 (1994): 46-83."
149041,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
149041,"Cleveland Museum of Art, “Cleveland Museum of Art Has Purchased Jointly with Stichting Collectie Thyssen—Bornemisza the Kingston Tureens,” January 4, 1978, Cleveland Museum of Art Archives."
149041,"Hawley, Henry H. ""Meissonnier's Silver for the Duke of Kingston."" <em>The Bulletin of the Cleveland Museum of Art </em>65, no. 10 (December 1978): 312-52."
149041,"Truman, Charles. <em>Sotheby's Concise Encyclopedia of Silver</em>. London: Conran Octopus, 1996."
149041,"May, Sally Ruth.<em> Knockouts: A Pocket Guide</em>. Cleveland: Cleveland Museum of Art, 2001."
149041,"Jolly, Anna. <em>Seidengewebe des 18. Jahrhunderts. </em>2. Riggisberg: Abegg-Stiftung, 2002."
149041,"Caillaud-de Guido, Laurence. ""La courbe rocaille, lien entre les siècles."" <em>L'Estampille, l'objet d'art, </em>no. 435 (May 2008).<em><br><br></em> 1989."
149041,"Böhmer, Achim, and Sara Hausmann. <em>Retrodesign: stylelab.</em> Mainz: Verlag Hermann Schmidt, 2009."
149041,"Franklin, David, and C. Griffith Mann. <em>Treasures from the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art in association with, New York, NY: Scala Publishers, 2012."
149041,"Bailey, Gauvin Alexander. <em>Baroque and Rococo.</em> London: Phaidon Press Limited, 2012."
149041,"Truman, Charles, Seoyoung Kim, and Rebecca Wallis. <em>The Wallace Collection: Catalogue of Gold Boxes</em>. London: The Trustees of the Wallace Colection, 2013."
149041,"Bidwell, Frederick E., and Leslie Cade. <em>The CMA Companion: A Guide to the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art in association with New York, NY: Scala Arts Publishers, 2014."
149041,"Schroder, Timothy. ""Rococo Silver."" In <em>Scrolls of Fantasy: The Rococo and Ceramics in England, C. 1735-C. 1775</em>. Charles Dawson, ed., 7-26. London: English Ceramic Circle, 2015."
149041,"Manners, Errol. ""The Rococo Porcelain of Europe and its influence on British Ceramics."" In <em>Scrolls of Fantasy: The Rococo and Ceramics in England, C. 1735-C. 1775</em>. Charles Dawson, ed., 27-38. London: English Ceramic Circle, 2015."
141935,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
141935,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
141935,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
122347,"<em>Catalogue of the John L. Severance Collection: Bequest of John L. Severance, 1936.</em> [Cleveland, Ohio]: Cleveland Museum of Art, 1942."
122347,"<em>Paintings in the Cleveland Museum of Art.</em> [Cleveland]: The Cleveland Museum of Art, 1945."
122347,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
122347,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
122347,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
122347,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Catalogue of Paintings, Part 3: European Paintings of the 16th, 17th, and 18th Centuries</em>. Cleveland, OH: The Cleveland Museum of Art, 1982."
122347,"Saisselin, Rémy G. The Enlightenment against the Baroque: Economics and Aesthetics in the Eighteenth Century. Berkeley: University of California Press, 1992."
136813,"Society of the Four Arts (Palm Beach, Fla.), and Gordon F. Ekholm. Pre-Columbian Art, the Native Art of America Before the Conquest: Jan. 10-Feb. 1, 1953. Palm Beach: Society of the Four Arts, 1952."
136813,"Hawley, Henry H. ""An Olmec Jade Head."" <em>The Bulletin of the Cleveland Museum of Art</em> 48, no. 8 (1961)."
136813,"Lee, Sherman E. ""Year in Review 1961."" <em>The Bulletin of the Cleveland Museum of Art</em> 48, no. 9 (1961)."
136813,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
136813,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
136813,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
136813,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1991."
136813,"Benson, Elizabeth P., Beatriz de la Fuente, and Marcia Castro-Leal Espino. <em>Olmec Art of Ancient Mexico</em>. Washington, D.C.: National Gallery of Art, 1996."
122338,"<em>Catalogue of the John L. Severance Collection: Bequest of John L. Severance, 1936.</em> [Cleveland, Ohio]: Cleveland Museum of Art, 1942."
122338,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
122338,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
122338,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
122338,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
135007,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
135007,"Lee, Sherman E. <em>A History of Far Eastern Art</em>. New York: H.N. Abrams, 1964."
135007,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
135007,"Lee, Sherman E. <em>Selected Works: Cleveland Museum of Art</em>. Cleveland, OH: The Museum, 1967."
135007,"Moore, Janet Gaylord. <em>The Many Ways of Seeing: An Introduction to the Pleasures of Art</em>. Cleveland, OH: World Pub. Co., 1968."
135007,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
135007,"Valenstein, Suzanne G. <em>Ming Porcelains: A Retrospective: Catalogue of a Loan Exhibition from Museum and Private Collections in the United States, October 29, 1970 Through January 31, 1971</em>. New York: China House Gallery, China Institute in America, 1970."
135007,"John Ayers, ""Ming Porcelains at China House Gallery, New York,"" <em>The Connoisseur</em>, November 1970."
135007,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
135007,"Moore, Janet Gaylord. <em>The Eastern Gate: An Invitation to the Arts of China and Japan</em>. Cleveland: Collins, 1979."
135007,"Neils, Jenifer. <em>The World of Ceramics: Masterpieces from the Cleveland Museum of Art</em>. Cleveland, OH: The Museum in cooperation with Indiana University Press, 1982."
135007,"Franklin, David and C. Griffith Mann. <em>Treasures from the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art, 2012."
152017,"Turner, Evan H. ""The Year in Review for 1984."" <em>The Bulletin of the Cleveland Museum of Art</em> 72, no. 2 (1985): 163-207."
152017,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1991."
152017,"Cunningham, Michael R., Stanislaw J. Czuma, Anne E. Wardwell, and J. Keith Wilson. <em>Masterworks of Asian Art.</em> Cleveland, OH: The Cleveland Museum of Art, 1998."
152017,"Munsterberg, Hugo, and Marjorie Munsterberg. <em>World Ceramics: From Prehistoric to Modern Times</em>. New York: Penguin Studio Books, 1998."
152017,"May, Sally Ruth, Jane Takac, and Barbara J. Bradley. <em>Knockouts: A Pocket Guide</em>. Cleveland, OH: Cleveland Museum of Art, 2001."
152017,"Mackey, Maureen. <em>Experience Clay</em>. Worcester, MA: Davis Publications, 2003."
152017,"Grossman, Nancy, James T. Ulak, Marjorie Williams, and Laurence Channing. <em>Art of Japan: Masterpieces from the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art, 2005."
152017,"Schirokauer, Conrad. <em>A Brief History of Chinese and Japanese Civilizations</em>. Australia: Thomson/Wadsworth, 2006."
152017,"<em>30,000 Years of Art: The Story of Human Creativity Across Time and Space</em>. London: Phaidon, 2007."
152017,"Bell, Julian. <em>Mirror of the World: A New History of Art</em>. New York, NY: Thames &amp; Hudson, 2007."
152017,"Franklin, David and C. Griffith Mann. <em>Treasures from the Cleveland Museum of Art</em>. Cleveland, OH: Cleveland Museum of Art, 2012."
152017,"Fortenberry, Diane, ed.<em> The Art Museum.</em> London; New York: Phaidon Press, 2017."
117940,"Umehara Sueji 梅原末治 and Mizuno Seiichi 水野清一. ""Wooden Cranes and Snakes, decorated with Lacquer, said to have been discovered in Chang-sha, China"" [傳長沙出土の漆畫雙鶴雙蛇に就いて]. <em>Bijutsu Kenkyū</em> [美術硏究 = Journal of the Japanese Art History Society] no. 72 (December 1937), pp. 487-491."
117940,"Hollis, Howard C. “Cranes and Serpents.” <em>The Bulletin of the Cleveland Museum of Art</em>, vol. 25, no. 8, 1938, pp. 147–151, 159."
117940,"Morgan, Whitney. “Museum Accessions.” <em>Parnassus</em>, vol. 11, no. 1, 1939, pp. 37–41."
117940,"The Cleveland Museum of Art. <em>The Cleveland Museum of Art Handbook.</em> Cleveland, OH: The Cleveland Museum of Art, 1958."
117940,"Consten, Eleanor von Erdberg. <em>Das Alte China</em>. Stuttgart: G. Kilpper, 1958."
117940,"Misugi, Takatoshi 三杉隆敏. Chūgoku kinseki tōji zukan [中國金石陶瓷圖鑑 = Old Chinese Art]. Ōsaka: Chūgoku Kinseki Tōji Zukan Kankōkai, 1961."
117940,"Tucci, Giuseppe, and Antonio Gargano. <em>Le Civiltà dell'Oriente ... Sotto la dir. di Giuseppe Tucci</em> vol. 4 Arte [Roma]: G. Casini, 1962."
117940,"Jenyns, Soame, and William Watson. <em>Chinese Art: The Minor Arts</em>. New York: Universe Books, 1963."
117940,"Fontein, Jan. ""The Oriental Collection of the Cleveland Museum of Art."" <em>Apollo: A Journal of the Arts</em> 78 (December 1963): 468-469."
117940,"Lee, Sherman E. <em>A History of Far Eastern Art</em>. New York: H.N. Abrams, 1964."
117940,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1966</em>. Cleveland, OH: The Cleveland Museum of Art, 1966."
117940,"<em>Selected Works: Cleveland Museum of Art</em>. Cleveland: Cleveland Museum of Art, 1966."
117940,"Luzzatto-Bilitz, Oscar. <em>Lacche orientali</em>. Milano: Fratelli Fabbri, 1966."
117940,"Watson, William. <em>Early Civilization in China</em>. London: Thames &amp; Hudson, 1966."
117940,"Riviere, Jean Roger. ""El Arte de la China."" <em>Summa artis, historia general del arte</em> 20 (1966)"
117940,"Alsop, Joseph. ""Treasures of the Cleveland Museum of Art."" <em>Art in America </em>54 no. 3 (May-June 1966). pp. 21-44."
117940,"Alsop, Joseph. ""Les Chefs-d'Oeuvre de Premiere Importance du Second Musee des Etats-Unis."" <em>Connaissance des arts </em>172 (June 1966)."
117940,"Munsterberg, Hugo. <em>Der Ferne Osten</em>. Baden-Baden: Holle, 1968."
117940,"Aida, Yūji. <em>Sekai rekishi shirīzu </em>[世界歴史シリーズ = World History Series]. Vol. 3 Kodai Chūgoku 古代中国. Tōkyō: Sekai Bunkasha, 1968."
117940,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1969</em>. Cleveland, OH: The Cleveland Museum of Art, 1969."
117940,"Froncek, Thomas, ed. and Hugh Honour. <em>The Horizon Book of the Arts of China</em>. New York: American Heritage Pub. Co, 1969."
117940,"Kadokawa Shoten, ed. <em>A Pictorial Encyclopedia of the Oriental Arts: China</em>. Vol.1. New York: Crown Publishers, 1969."
117940,"Fricke, Berthold, editor. <em>The Cleveland Museum of Art</em>. Hannover: Knorr &amp; Hirth, 1970."
117940,"Barnard, Noel. ""Some Remarks upon the Origin and the Nature of the Art of Ch'u."" in <em>Waikato University China Papers: Proceedings of the First New Zealand International Conference on Chinese Studies, University of Waikato, Hamilton New Zealand, 17-20 May 1972</em>. Dov Bing, ed. Hamilton, New Zealand: Conference on Chinese Studies, 1972."
117940,"Cooper, Barbara, and Maureen Matheson, editors. T<em>he World Museums Guide</em>. London: Threshold Books Ltd, 1973."
117940,"Glubok, Shirley. <em>The Art of China</em>. New York: Macmillan, 1973."
117940,"Ridley, Michael. <em>Treasures of China</em>. New York: Arco Pub. Co, 1974."
117940,"T'an Tan-chiung. ""The <em>Fei-i</em> and the Paired Dragon and Phoenix"" [«肥遺» 和 «龍鳳配»]. <em>Dong Wu da xue Zhongguo yi shu shi ji kan </em>[東吳大學中國藝術史集刊 = <em>Soochow University journal of Chinese art history </em>vol. 6 (September 1976): pp. 1-32."
117940,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
117940,"Watson, William. <em>L'art de l'ancienne Chine</em>. Paris: Mazenod, 1979."
117940,"Guo li gu gong bo wu yuan [National Palace Museum = 國立故宮博物院].<em> Hai wai yi zhen. Qi qi </em>[Chinese art in overseas collections. Lacquerware = 海外遺珎. 漆器]. Taibei Shi Shilin qu Waishuangxi: Guo li gu gong bo wu yuan, 1987."
117940,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art</em>. Cleveland, OH: The Cleveland Museum of Art, 1991."
117940,"Cunningham, Michael R., Stanislaw J. Czuma, Anne E. Wardwell, and J. Keith Wilson. <em>Masterworks of Asian Art</em>. Cleveland: Cleveland Museum of Art, 1998."
117940,"Kontler, Christine. <em>Arts et sagesses de la Chine</em>. [Saint-Léger-Vauban]: Zodiaque, 2000."
117940,"Scarpari, Maurizio. <em>Ancient China: Chinese civilization from the origins to the Tang Dynasty</em>. Vercelli: White Star, 2000."
117940,"Watson, William. <em>The Arts of China 900-1620</em>. New Haven: Yale University Press, 2000."
117940,"May, Sally Ruth, Jane Takac, and Barbara J. Bradley. <em>Knockouts: A Pocket Guide</em>. Cleveland: Cleveland Museum of Art, 2001."
147480,"Spinden, Ellen S. ""The Place of Tajin in Totonac Archaeology."" <em>American Anthropologist</em>, New Series, 35, no. 2 (1933)"
147480,"Palacios, Enrique Juan.<em> Arqueología de México: culturas arcaica y tolteca</em> (Ilustraciones novedosas, en parte procedentes de piezas de la colección del autor). México: Imprenta Mundial, 1937."
147480,"Ekholm, Gordon. "" Is American Indian Culture Asiatic?"" <em>Natural History</em> (1950)."
147480,"Proskouriakoff, Tatiana. "" Classic Central Veracruz Sculpture."" <em>Contributions to American Archaeology and History</em>. (Washington, D.C. 1954)."
147480,"Covarrubias, Miguel. <em>Indian Art of Mexico and Central America.</em> New York: Knopf, 1957."
147480,"Willey, Gordon R. <em>An Introduction to American Archaeology. </em>Englewood Cliffs, N.J.: Prentice-Hall, 1966."
147480,"Easby, Elizabeth Kennedy, and John F. Scott. Before Cortés, <em>Sculpture of Middle America; A Centennial Exhibition at the Metropolitan Museum of Art from September 30, 1970 Through January 3, 1971.</em> [New York]: Metropolitan Museum of Art; distributed by New York Graphic Society, 1970."
147480,"Hawley, Henry. ""Classic Veracruz Sculptures."" <em>The Bulletin of the Cleveland Museum of Art</em> 61, no. 10 (1974)."
147480,"""The Year in Review for 1973."" <em>The Bulletin of the Cleveland Museum of Art</em> 61, no. 2 (1974)."
147480,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
147480,"Kubler, George. <em>Art and Architecture of Ancient America</em>. Penguin, 1962."
147480,"Leyenaar, Ted J. J., and Lee Allen Parsons. <em>Ulama: het balspel bij de Maya's en Azteken, 2000 v. Chr.--2000 n. Chr. </em>: van mensenoffer tot sport = The ballgame of the Mayas and Aztecs, 2000 BC--AD 2000 : from human sacrifice to sport. Leiden, The Netherlands: Spruyt, Van Mantgem &amp; De Does, 1988."
147480,"Cleveland Museum of Art. <em>Masterpieces from East and West. </em>New York, NY: Rizzoli International, 1992."
147480,"Deletaille, Emile, and Lin Deletaille. <em>Trésors du nouveau monde.</em> Bruxelles: Musées royaux d'art et d'histoire, 1992."
147480,"Sabau García, María Luisa. <em>México en el mundo de las colecciones de arte</em>. México: D.R. Primera, 1994."
147480,"García Díaz, Bernardo, Lourdes Alonso, and Adalberto Ríos Szalay. <em>The State of Veracruz, Mexico</em>. Mexican Art Abroad, México: Grupo Azabache, 1994."
147480,"May, Sally Ruth, Jane Takac, and Barbara J. Bradley. <em>Knockouts: A Pocket Guide.</em> Cleveland: Cleveland Museum of Art, 2001."
147519,"Spinden, Ellen S. "" The Place of Tajin in Totonac Archaeology."" <em>American Anthropologist</em>. vol, 35, no. 2 (1933)."
147519,"Palacios, Enrique Juan. <em>Arqueología de Mexico: culturas araica y tolteca (ilustraciones novadosas en parte precedentes de piezas de la colección del autor)</em>. Mexico: Imprenta Mundial, 1937."
147519,"Ekholm, Gordon. "" Is American Indian Culture Asiatic?"" <em>Natural History</em> (1950)."
147519,"Proskouriakoff, Tatiana. "" Classic Central Veracruz Sculpture."" <em>Contributions to American Archaeology and History</em>. 11 (1954)."
147519,"Covarrubias, Miguel. <em>Indian Art of Mexico and Central America</em>. New York: Knopf, 1957."
147519,"Willey, Gordon R. <em>An Introduction to American Archaeology</em>... 2, 2. New Jersey: Prencice-Hall, 1966."
147519,""" Recent Accessions of American and Canadian Museums."" <em>The Art Quarterly</em> Vol. XXXVI, no. 4 (Winter, 1973)."
147519,"""The Year in Review for 1973."" <em>The Bulletin of the Cleveland Museum of Art</em> 61, no. 2 (1974)."
147519,"Hawley, Henry. ""Classic Veracruz Sculptures."" <em>The Bulletin of the Cleveland Museum of Art</em> 61, no. 10 (1974)."
147519,"The Cleveland Museum of Art. <em>Handbook of the Cleveland Museum of Art/1978</em>. Cleveland, OH: The Cleveland Museum of Art, 1978."
147519,"Kubler, George. <em>The Art and Architecture of Ancient America: The Mexican, Maya, and Andean Peoples</em>. Harmondsworth, Middlesex: Penguin Books, 1984."
147519,"Leyenaar, Ted J. J., and Lee Allen Parsons. <em>Ulama, Het Balspel Bij De Maya's En Azteken, 2000 V. Chr.-2000 N. Chr.: Van Mensenoffer Tot Sport = Ulama, the Ballgame of the Mayas and Aztecs, 2000 BC-AD 2000</em> : from Human Sacrifice to Sport. Leiden: SMD Informatief, 1988."
