locationid,year,month,temperature,latitude,longitude,elevation,station,countryid,country,latabs
BRM00083208,2019,1,25.11,-12.694,-60.098,615.1,VILHENA,BR,Brazil,12.694
BRM00083235,2019,1,27.7,-12.4,-46.433,604.0,TAGUATINGA,BR,Brazil,12.4
BRM00083332,2019,1,26.5,-14.1,-46.367,826.0,POSSE,BR,Brazil,14.1
BRM00083344,2019,1,23.99,-14.863,-40.863,913.8,VITORIA_DA_CONQUISTA,BR,Brazil,14.863
BRM00083358,2019,1,28.4,-15.833,-54.383,450.0,POXOREO_POXOREU,BR,Brazil,15.833
BRM00083377,2019,1,23.55,-15.783,-47.933,1159.0,BRASILIA,BR,Brazil,15.783
BRM00083423,2019,1,26.85,-16.667,-49.25,741.0,GOIANIA,BR,Brazil,16.667
BRM00083566,2019,1,24.55,-19.833,-43.917,0.0,BELO_HORIZONTE_CONFINS,BR,Brazil,19.833
BRM00083587,2019,1,25.8,-19.634,-43.969,827.5,TANCREDO_NEVES_INTL,BR,Brazil,19.634
BRM00083592,2019,1,25.9,-19.8,-42.15,609.0,CARATINGA,BR,Brazil,19.8
BRM00083648,2019,1,29.35,-20.317,-40.333,36.0,VITORIA,BR,Brazil,20.317
BRM00083698,2019,1,29.3,-21.698,-41.302,17.4,BARTOLOMEU_LISANDRO,BR,Brazil,21.698
BRM00083746,2019,1,30.25,-22.809,-43.244,8.5,GALEAO_ANTONIO_CARLOS_JOBIM,BR,Brazil,22.809
BRM00083766,2019,1,27.8,-23.383,-51.183,566.0,LONDRINA,BR,Brazil,23.383
BRM00083827,2019,1,27.85,-25.596,-54.487,239.9,CATARATAS_INTL,BR,Brazil,25.596
BRM00083836,2019,1,24.3,-25.467,-50.633,837.0,IRATI,BR,Brazil,25.467
BRM00083897,2019,1,28.3,-27.583,-48.567,2.0,FLORIANOPOLIS,BR,Brazil,27.583
BRM00083967,2019,1,27.8,-29.946,-51.144,7.9,CANOAS,BR,Brazil,29.946
BRM00083980,2019,1,25.1,-31.333,-54.1,242.0,BAGE,BR,Brazil,31.333
BRM00083997,2019,1,24.2,-33.517,-53.35,24.0,STVITORIA_DO_PALMAR,BR,Brazil,33.517
BR000082400,2019,2,,-3.85,-32.417,59.0,FERNANDO_DE_NORONHA,BR,Brazil,3.85
BR000082704,2019,2,26.05,-7.633,-72.667,194.0,CRUZEIRO_DO_SUL,BR,Brazil,7.633
BR000083361,2019,2,29.1,-15.55,-56.117,151.0,CUIABA,BR,Brazil,15.55
BR000254000,2019,2,27.2,-2.433,-54.717,60.0,SANTAREM_AEROPORTO,BR,Brazil,2.433
BR000352000,2019,2,,-3.2,-52.2,112.0,ALTAMIRA,BR,Brazil,3.2
BR000956000,2019,2,28.01,-9.867,-56.1,289.0,ALTA_FLORESTA_AERO,BR,Brazil,9.867
BR001140016,2019,2,,-11.183,-40.467,485.0,JACOBINA,BR,Brazil,11.183
BR001848001,2019,2,23.6,-18.883,-48.217,943.0,UBERLANDIA,BR,Brazil,18.883
BR001943012,2019,2,24.3,-19.65,-43.883,837.0,LAGOA_SANTA_AIRPORT,BR,Brazil,19.65
BR001946002,2019,2,,-19.567,-46.933,1004.0,ARAXA,BR,Brazil,19.567
BR001957002,2019,2,29.4,-19.083,-57.5,141.0,CORUMBA,BR,Brazil,19.083
BR002047016,2019,2,24.35,-20.55,-47.433,1026.0,FRANCA,BR,Brazil,20.55
BR002245032,2019,2,26.26,-22.783,-45.2,537.0,GUARATINGUETA,BR,Brazil,22.783
BR002351003,2019,2,25.5,-23.333,-51.133,569.0,LONDRINA_AEROPORTO,BR,Brazil,23.333
BR002549075,2019,2,22.3,-25.417,-49.267,932.0,CURITIBA,BR,Brazil,25.417
BR002554002,2019,2,25.85,-25.733,-54.467,279.0,IGUAZU_AERO,BR,Brazil,25.733
BR002752004,2019,2,23.12,-27.117,-52.617,679.0,CHAPECO,BR,Brazil,27.117
BR002957005,2019,2,25.74,-29.783,-57.033,78.0,URUGUAIANA_AEROPOR,BR,Brazil,29.783
BR00B6-0360,2019,2,25.05,-20.417,-49.983,503.0,VOTUPORANGA,BR,Brazil,20.417
BR00C4-0630,2019,2,23.46,-21.983,-47.333,600.0,PIRASSUNUNGA,BR,Brazil,21.983
BR00C5-0040,2019,2,25.45,-21.133,-48.967,536.0,CATANDUVA,BR,Brazil,21.133
BR00D4-0750,2019,2,23.85,-22.017,-47.883,856.0,SAO_CARLOS,BR,Brazil,22.017
BR00D6-0010,2019,2,25.65,-22.317,-49.117,617.0,BAURU,BR,Brazil,22.317
BR00D8-0390,2019,2,26.14,-22.117,-51.383,450.0,PRESIDENTE_PRUDENTE,BR,Brazil,22.117
BR00E2-0220,2019,2,23.7,-23.017,-45.567,577.0,TAUBATE,BR,Brazil,23.017
BR00E2-0320,2019,2,23.5,-23.217,-45.85,646.0,SAO_JOSE_DOS_CAMPOS,BR,Brazil,23.217
BR00E3-0070,2019,2,24.15,-23.5,-46.617,792.0,SAO_PAULO,BR,Brazil,23.5
BR00E3-0520,2019,2,23.6,-23.617,-46.65,802.0,SAO_PAULO_AEROPORT,BR,Brazil,23.617
BR00E3-1520,2019,2,27.81,-23.433,-46.467,4.0,SAO_PAULO_CUMBICA,BR,Brazil,23.433
BR00E4-1230,2019,2,23.94,-23.0,-47.133,661.0,CAMPINAS_AEROPORTO,BR,Brazil,23.0
BR027510430,2019,2,26.95,-2.533,-44.3,51.0,SAO_LUIZ,BR,Brazil,2.533
BR027568450,2019,2,29.01,-2.917,-41.75,5.0,PARNAIBA_AEROPORTO,BR,Brazil,2.917
BR027804460,2019,2,,-4.21,-44.76,25.1,BACABAL,BR,Brazil,4.21
BR028724960,2019,2,27.8,-3.767,-38.6,26.0,FORTALEZA,BR,Brazil,3.767
BR036190520,2019,2,27.9,-5.5,-45.267,153.0,BARRA_DO_CORDA,BR,Brazil,5.5
BR036456090,2019,2,26.9,-7.333,-47.467,193.0,CAROLINA,BR,Brazil,7.333
BR037041370,2019,2,28.1,-5.05,-42.817,67.0,TERESINA_AEROPORTO,BR,Brazil,5.05
BR037335980,2019,2,27.3,-6.767,-43.017,127.0,FLORIANO,BR,Brazil,6.767
BR037897030,2019,2,,-9.383,-40.483,370.0,PETROLINA,BR,Brazil,9.383
BR038014410,2019,2,,-5.2,-39.3,212.0,QUIXERAMOBIM,BR,Brazil,5.2
BR038196570,2019,2,27.95,-5.767,-35.2,45.0,NATAL,BR,Brazil,5.767
BR038416420,2019,2,27.85,-7.317,-39.3,409.0,BARBALHA,BR,Brazil,7.317
BR038484280,2019,2,25.16,-7.217,-35.883,502.0,CAMPINA_GRANDE,BR,Brazil,7.217
BR038837530,2019,2,33.93,-9.4,-38.217,269.0,PAULO_AFONSO,BR,Brazil,9.4
BR038983570,2019,2,27.3,-9.517,-35.783,118.0,MACEIO_AEROPORTO,BR,Brazil,9.517
BR039402250,2019,2,26.44,-7.1,-34.867,66.0,JOAO_PESSOA,BR,Brazil,7.1
BR047403040,2019,2,26.9,-12.15,-45.0,439.0,BARREIRAS,BR,Brazil,12.15
BR047571250,2019,2,27.1,-12.567,-41.383,439.0,LENCOIS,BR,Brazil,12.567
BR047635180,2019,2,29.5,-13.267,-43.417,443.0,BOM_JESUS_DA_LAPA,BR,Brazil,13.267
BR048158910,2019,2,,-10.917,-37.05,5.0,ARACAJU,BR,Brazil,10.917
BR048620980,2019,2,29.3,-13.017,-38.517,51.0,SALVADOR,BR,Brazil,13.017
BR057324290,2019,2,27.1,-16.717,-43.867,668.0,MONTES_CLAROS,BR,Brazil,16.717
BR058514530,2019,2,27.55,-17.733,-39.25,3.0,CARAVELAS,BR,Brazil,17.733
BRM00082024,2019,2,30.65,2.817,-60.65,90.0,BOA_VISTA,BR,Brazil,2.817
BRM00082098,2019,2,27.0,0.051,-51.072,17.1,MACAPA,BR,Brazil,0.051
BRM00082106,2019,2,28.35,-0.133,-67.083,90.0,SAO_GABRIEL_DA_CACH,BR,Brazil,0.133
BRM00082113,2019,2,29.05,-0.981,-62.92,34.1,BARCELOS,BR,Brazil,0.981
BRM00082191,2019,2,27.2,-1.45,-48.467,10.0,BELEM,BR,Brazil,1.45
BRM00082193,2019,2,26.25,-1.379,-48.476,16.5,VAL_DE_CANS_INTL,BR,Brazil,1.379
BRM00082212,2019,2,27.65,-2.533,-66.167,56.0,FONTE_BOA,BR,Brazil,2.533
BRM00082246,2019,2,26.1,-2.633,-54.95,176.0,BELTERRA,BR,Brazil,2.633
BRM00082331,2019,2,28.1,-3.133,-60.017,72.0,MANAUS,BR,Brazil,3.133
BRM00082336,2019,2,26.75,-3.127,-58.481,43.3,ITACOATIARA,BR,Brazil,3.127
BRM00082410,2019,2,27.8,-4.383,-70.033,65.0,BENJAMIN_CONSTANT,BR,Brazil,4.383
BRM00082445,2019,2,28.0,-4.267,-55.983,45.0,ITAITUBA,BR,Brazil,4.267
BRM00082533,2019,2,27.6,-5.811,-61.278,53.0,MANICORE,BR,Brazil,5.811
BRM00082562,2019,2,27.5,-5.369,-49.138,108.8,MARABA,BR,Brazil,5.369
BRM00082723,2019,2,27.45,-7.25,-64.833,60.0,LABREA,BR,Brazil,7.25
BRM00082791,2019,2,,-7.017,-37.267,249.0,PATOS,BR,Brazil,7.017
BRM00082900,2019,2,27.15,-8.05,-34.917,7.0,RECIFE,BR,Brazil,8.05
BRM00082915,2019,2,27.3,-9.967,-67.8,160.0,RIO_BRANCO,BR,Brazil,9.967
BRM00083064,2019,2,28.0,-10.717,-48.583,239.0,PORTO_NACIONAL,BR,Brazil,10.717
BRM00083208,2019,2,25.02,-12.694,-60.098,615.1,VILHENA,BR,Brazil,12.694
BRM00083235,2019,2,26.95,-12.4,-46.433,604.0,TAGUATINGA,BR,Brazil,12.4
BRM00083332,2019,2,25.9,-14.1,-46.367,826.0,POSSE,BR,Brazil,14.1
BRM00083344,2019,2,26.3,-14.863,-40.863,913.8,VITORIA_DA_CONQUISTA,BR,Brazil,14.863
BRM00083358,2019,2,29.0,-15.833,-54.383,450.0,POXOREO_POXOREU,BR,Brazil,15.833
BRM00083377,2019,2,23.5,-15.783,-47.933,1159.0,BRASILIA,BR,Brazil,15.783
BRM00083423,2019,2,26.3,-16.667,-49.25,741.0,GOIANIA,BR,Brazil,16.667
BRM00083566,2019,2,23.25,-19.833,-43.917,0.0,BELO_HORIZONTE_CONFINS,BR,Brazil,19.833
BRM00083587,2019,2,25.3,-19.634,-43.969,827.5,TANCREDO_NEVES_INTL,BR,Brazil,19.634
BRM00083592,2019,2,25.85,-19.8,-42.15,609.0,CARATINGA,BR,Brazil,19.8
BRM00083648,2019,2,29.65,-20.317,-40.333,36.0,VITORIA,BR,Brazil,20.317
BRM00083698,2019,2,29.8,-21.698,-41.302,17.4,BARTOLOMEU_LISANDRO,BR,Brazil,21.698
BRM00083746,2019,2,28.05,-22.809,-43.244,8.5,GALEAO_ANTONIO_CARLOS_JOBIM,BR,Brazil,22.809
BRM00083766,2019,2,26.4,-23.383,-51.183,566.0,LONDRINA,BR,Brazil,23.383
BRM00083827,2019,2,25.7,-25.596,-54.487,239.9,CATARATAS_INTL,BR,Brazil,25.596
BRM00083836,2019,2,21.95,-25.467,-50.633,837.0,IRATI,BR,Brazil,25.467
BRM00083897,2019,2,25.6,-27.583,-48.567,2.0,FLORIANOPOLIS,BR,Brazil,27.583
BRM00083967,2019,2,25.5,-29.946,-51.144,7.9,CANOAS,BR,Brazil,29.946
BRM00083980,2019,2,23.9,-31.333,-54.1,242.0,BAGE,BR,Brazil,31.333
BRM00083997,2019,2,23.25,-33.517,-53.35,24.0,STVITORIA_DO_PALMAR,BR,Brazil,33.517
BR000082400,2019,3,,-3.85,-32.417,59.0,FERNANDO_DE_NORONHA,BR,Brazil,3.85
BR000082704,2019,3,26.43,-7.633,-72.667,194.0,CRUZEIRO_DO_SUL,BR,Brazil,7.633
BR000083361,2019,3,29.1,-15.55,-56.117,151.0,CUIABA,BR,Brazil,15.55
BR000254000,2019,3,27.0,-2.433,-54.717,60.0,SANTAREM_AEROPORTO,BR,Brazil,2.433
BR000352000,2019,3,,-3.2,-52.2,112.0,ALTAMIRA,BR,Brazil,3.2
BR000956000,2019,3,28.12,-9.867,-56.1,289.0,ALTA_FLORESTA_AERO,BR,Brazil,9.867
BR001140016,2019,3,,-11.183,-40.467,485.0,JACOBINA,BR,Brazil,11.183
BR001848001,2019,3,23.75,-18.883,-48.217,943.0,UBERLANDIA,BR,Brazil,18.883
BR001943012,2019,3,23.5,-19.65,-43.883,837.0,LAGOA_SANTA_AIRPORT,BR,Brazil,19.65
BR001946002,2019,3,,-19.567,-46.933,1004.0,ARAXA,BR,Brazil,19.567
BR001957002,2019,3,29.19,-19.083,-57.5,141.0,CORUMBA,BR,Brazil,19.083
BR002047016,2019,3,23.75,-20.55,-47.433,1026.0,FRANCA,BR,Brazil,20.55
BR002245032,2019,3,25.85,-22.783,-45.2,537.0,GUARATINGUETA,BR,Brazil,22.783
BR002351003,2019,3,25.8,-23.333,-51.133,569.0,LONDRINA_AEROPORTO,BR,Brazil,23.333
BR002549075,2019,3,21.65,-25.417,-49.267,932.0,CURITIBA,BR,Brazil,25.417
BR002554002,2019,3,24.25,-25.733,-54.467,279.0,IGUAZU_AERO,BR,Brazil,25.733
BR002752004,2019,3,22.13,-27.117,-52.617,679.0,CHAPECO,BR,Brazil,27.117
BR002957005,2019,3,23.85,-29.783,-57.033,78.0,URUGUAIANA_AEROPOR,BR,Brazil,29.783
BR00B6-0360,2019,3,24.45,-20.417,-49.983,503.0,VOTUPORANGA,BR,Brazil,20.417
BR00C4-0630,2019,3,23.08,-21.983,-47.333,600.0,PIRASSUNUNGA,BR,Brazil,21.983
BR00C5-0040,2019,3,25.35,-21.133,-48.967,536.0,CATANDUVA,BR,Brazil,21.133
BR00D4-0750,2019,3,24.25,-22.017,-47.883,856.0,SAO_CARLOS,BR,Brazil,22.017
BR00D6-0010,2019,3,25.21,-22.317,-49.117,617.0,BAURU,BR,Brazil,22.317
BR00D8-0390,2019,3,25.45,-22.117,-51.383,450.0,PRESIDENTE_PRUDENTE,BR,Brazil,22.117
BR00E2-0220,2019,3,23.29,-23.017,-45.567,577.0,TAUBATE,BR,Brazil,23.017
BR00E2-0320,2019,3,23.16,-23.217,-45.85,646.0,SAO_JOSE_DOS_CAMPOS,BR,Brazil,23.217
BR00E3-0070,2019,3,23.95,-23.5,-46.617,792.0,SAO_PAULO,BR,Brazil,23.5
BR00E3-0520,2019,3,23.8,-23.617,-46.65,802.0,SAO_PAULO_AEROPORT,BR,Brazil,23.617
BR00E3-1520,2019,3,28.19,-23.433,-46.467,4.0,SAO_PAULO_CUMBICA,BR,Brazil,23.433
BR00E4-1230,2019,3,23.75,-23.0,-47.133,661.0,CAMPINAS_AEROPORTO,BR,Brazil,23.0
BR027510430,2019,3,27.1,-2.533,-44.3,51.0,SAO_LUIZ,BR,Brazil,2.533
BR027568450,2019,3,30.01,-2.917,-41.75,5.0,PARNAIBA_AEROPORTO,BR,Brazil,2.917
BR027804460,2019,3,,-4.21,-44.76,25.1,BACABAL,BR,Brazil,4.21
BR028724960,2019,3,27.05,-3.767,-38.6,26.0,FORTALEZA,BR,Brazil,3.767
BR036190520,2019,3,27.6,-5.5,-45.267,153.0,BARRA_DO_CORDA,BR,Brazil,5.5
BR036456090,2019,3,27.0,-7.333,-47.467,193.0,CAROLINA,BR,Brazil,7.333
BR037041370,2019,3,27.65,-5.05,-42.817,67.0,TERESINA_AEROPORTO,BR,Brazil,5.05
BR037335980,2019,3,28.1,-6.767,-43.017,127.0,FLORIANO,BR,Brazil,6.767
BR037897030,2019,3,,-9.383,-40.483,370.0,PETROLINA,BR,Brazil,9.383
BR038014410,2019,3,,-5.2,-39.3,212.0,QUIXERAMOBIM,BR,Brazil,5.2
BR038196570,2019,3,27.55,-5.767,-35.2,45.0,NATAL,BR,Brazil,5.767
BR038416420,2019,3,26.9,-7.317,-39.3,409.0,BARBALHA,BR,Brazil,7.317
BR038484280,2019,3,25.23,-7.217,-35.883,502.0,CAMPINA_GRANDE,BR,Brazil,7.217
BR038837530,2019,3,,-9.4,-38.217,269.0,PAULO_AFONSO,BR,Brazil,9.4
BR038983570,2019,3,27.35,-9.517,-35.783,118.0,MACEIO_AEROPORTO,BR,Brazil,9.517
BR039402250,2019,3,26.79,-7.1,-34.867,66.0,JOAO_PESSOA,BR,Brazil,7.1
BR047403040,2019,3,26.9,-12.15,-45.0,439.0,BARREIRAS,BR,Brazil,12.15
BR047571250,2019,3,26.1,-12.567,-41.383,439.0,LENCOIS,BR,Brazil,12.567
BR047635180,2019,3,28.95,-13.267,-43.417,443.0,BOM_JESUS_DA_LAPA,BR,Brazil,13.267
BR048158910,2019,3,,-10.917,-37.05,5.0,ARACAJU,BR,Brazil,10.917
BR048620980,2019,3,,-13.017,-38.517,51.0,SALVADOR,BR,Brazil,13.017
BR057324290,2019,3,26.45,-16.717,-43.867,668.0,MONTES_CLAROS,BR,Brazil,16.717
BR058514530,2019,3,26.8,-17.733,-39.25,3.0,CARAVELAS,BR,Brazil,17.733
BRM00082024,2019,3,32.0,2.817,-60.65,90.0,BOA_VISTA,BR,Brazil,2.817
BRM00082098,2019,3,27.3,0.051,-51.072,17.1,MACAPA,BR,Brazil,0.051
BRM00082106,2019,3,28.35,-0.133,-67.083,90.0,SAO_GABRIEL_DA_CACH,BR,Brazil,0.133
BRM00082113,2019,3,29.15,-0.981,-62.92,34.1,BARCELOS,BR,Brazil,0.981
BRM00082191,2019,3,27.35,-1.45,-48.467,10.0,BELEM,BR,Brazil,1.45
BRM00082193,2019,3,26.15,-1.379,-48.476,16.5,VAL_DE_CANS_INTL,BR,Brazil,1.379
BRM00082212,2019,3,28.15,-2.533,-66.167,56.0,FONTE_BOA,BR,Brazil,2.533
BRM00082246,2019,3,26.15,-2.633,-54.95,176.0,BELTERRA,BR,Brazil,2.633
BRM00082331,2019,3,28.95,-3.133,-60.017,72.0,MANAUS,BR,Brazil,3.133
BRM00082336,2019,3,27.75,-3.127,-58.481,43.3,ITACOATIARA,BR,Brazil,3.127
BRM00082410,2019,3,27.95,-4.383,-70.033,65.0,BENJAMIN_CONSTANT,BR,Brazil,4.383
BRM00082445,2019,3,28.45,-4.267,-55.983,45.0,ITAITUBA,BR,Brazil,4.267
BRM00082533,2019,3,28.45,-5.811,-61.278,53.0,MANICORE,BR,Brazil,5.811
BRM00082562,2019,3,26.7,-5.369,-49.138,108.8,MARABA,BR,Brazil,5.369
BRM00082723,2019,3,28.15,-7.25,-64.833,60.0,LABREA,BR,Brazil,7.25
BRM00082791,2019,3,,-7.017,-37.267,249.0,PATOS,BR,Brazil,7.017
BRM00082900,2019,3,27.35,-8.05,-34.917,7.0,RECIFE,BR,Brazil,8.05
BRM00082915,2019,3,27.7,-9.967,-67.8,160.0,RIO_BRANCO,BR,Brazil,9.967
BRM00083064,2019,3,27.95,-10.717,-48.583,239.0,PORTO_NACIONAL,BR,Brazil,10.717
BRM00083208,2019,3,25.55,-12.694,-60.098,615.1,VILHENA,BR,Brazil,12.694
BRM00083235,2019,3,26.7,-12.4,-46.433,604.0,TAGUATINGA,BR,Brazil,12.4
BRM00083332,2019,3,24.85,-14.1,-46.367,826.0,POSSE,BR,Brazil,14.1
BRM00083344,2019,3,23.85,-14.863,-40.863,913.8,VITORIA_DA_CONQUISTA,BR,Brazil,14.863
BRM00083358,2019,3,28.9,-15.833,-54.383,450.0,POXOREO_POXOREU,BR,Brazil,15.833
BRM00083377,2019,3,22.9,-15.783,-47.933,1159.0,BRASILIA,BR,Brazil,15.783
BRM00083423,2019,3,26.15,-16.667,-49.25,741.0,GOIANIA,BR,Brazil,16.667
BRM00083566,2019,3,23.55,-19.833,-43.917,0.0,BELO_HORIZONTE_CONFINS,BR,Brazil,19.833
BRM00083587,2019,3,24.35,-19.634,-43.969,827.5,TANCREDO_NEVES_INTL,BR,Brazil,19.634
BRM00083592,2019,3,25.45,-19.8,-42.15,609.0,CARATINGA,BR,Brazil,19.8
BRM00083648,2019,3,28.9,-20.317,-40.333,36.0,VITORIA,BR,Brazil,20.317
BRM00083698,2019,3,28.25,-21.698,-41.302,17.4,BARTOLOMEU_LISANDRO,BR,Brazil,21.698
