id,citation,creator,title,birth_year,death_year,collection,type,creation_date
92937,"Milliken, William ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Glasier, Jessie C.",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""Cleveland Museum ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Milliken, William ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>Memorial Exhib,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,The Cleveland Muse,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Cortissoz, Royal. ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Isham, Samuel, and",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Mather, Frank Jewe",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""Un Artiste Americ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,The Cleveland Muse,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Bellows, Emma S. <",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Kelly, Grace V. ""'",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Eggers, George W. ",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Neuhaus, Eugen. <e",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Clark, Edna Maria.",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>American Paint,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>Olympic Compet,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Mechlin, Leila. ""T",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""Art's Progress in",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Frankfurter, Alfre",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""A Stag at Sharkey",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""The Picture of th",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Pollak, Frances M.",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Gardner, Helen. <e",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"Burroughs, Alan. <",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>Catalogue of t,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>Catalogue of a,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,<em>Trois siècles,George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
92937,"""Bellows (1882-192",George Bellows (Am,Stag at Sharkey's,1882,1925,American - Painting,Painting,1909
