locationid,year,month,temperature,latitude,longitude,elevation,station,countryid,country,latabs
IN010050700,2019,1,27.9,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2019,1,27.35,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2019,1,27.95,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2019,1,19.6,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2019,1,16.44,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2019,1,16.02,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2019,1,14.06,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2019,1,17.7,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2019,1,18.24,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2019,1,20.38,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2019,1,17.35,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2019,1,15.73,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2019,1,16.89,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2019,1,20.85,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2019,1,21.89,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2019,1,25.25,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2019,1,19.25,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2019,1,20.2,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2019,1,24.19,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2019,1,23.12,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2019,1,16.93,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2019,1,13.3,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2019,1,19.79,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2019,1,21.15,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2019,1,19.43,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2019,1,12.38,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2019,1,16.1,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2019,1,12.53,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2019,1,15.84,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2019,1,16.07,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2019,1,17.25,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2019,1,15.85,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2019,1,16.31,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2019,1,24.46,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2019,1,24.16,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2019,1,24.95,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2019,1,26.8,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020130700,2019,1,25.25,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2019,1,19.3,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2019,1,14.05,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2019,1,13.63,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2019,1,26.1,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2019,1,24.96,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2019,1,13.44,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2019,1,12.17,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2019,1,15.24,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2019,1,14.8,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2019,1,5.6,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2019,1,15.85,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2019,1,20.1,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2019,1,18.54,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2019,1,27.4,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2019,1,27.25,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2019,1,27.2,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2019,1,11.25,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2019,2,28.02,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2019,2,26.72,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2019,2,26.0,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2019,2,25.16,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2019,2,27.0,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001120100,2019,2,28.81,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2019,2,27.32,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001200200,2019,2,25.56,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2019,2,20.7,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2019,2,20.3,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2019,2,20.77,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2019,2,18.75,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004051800,2019,2,18.6,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2019,2,21.35,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2019,2,18.9,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2019,2,19.8,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2019,2,22.05,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2019,2,22.25,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2019,2,22.85,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2019,2,21.89,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2019,2,22.64,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2019,2,23.63,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006012800,2019,2,15.13,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2019,2,14.85,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2019,2,8.37,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2019,2,2.65,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2019,2,25.1,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2019,2,23.9,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2019,2,24.05,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2019,2,26.22,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2019,2,26.37,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2019,2,25.82,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2019,2,28.1,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2019,2,30.15,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2019,2,29.4,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2019,2,29.39,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2019,2,23.6,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2019,2,20.21,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2019,2,19.09,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2019,2,17.31,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2019,2,21.05,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2019,2,22.48,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2019,2,24.32,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2019,2,20.5,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2019,2,19.42,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2019,2,21.03,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2019,2,25.15,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2019,2,25.3,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2019,2,25.99,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2019,2,23.15,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2019,2,22.85,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2019,2,24.69,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2019,2,27.0,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2019,2,18.84,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2019,2,14.55,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2019,2,23.27,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2019,2,25.4,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2019,2,23.53,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2019,2,14.93,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2019,2,17.45,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2019,2,14.71,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2019,2,18.46,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2019,2,17.83,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2019,2,18.95,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2019,2,19.15,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2019,2,19.35,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2019,2,27.01,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2019,2,27.71,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2019,2,27.5,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2019,2,28.55,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020130700,2019,2,28.39,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2019,2,21.57,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2019,2,16.72,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2019,2,16.11,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2019,2,26.55,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2019,2,27.43,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2019,2,16.42,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2019,2,14.48,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2019,2,18.34,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2019,2,17.38,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2019,2,6.6,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2019,2,18.79,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2019,2,23.25,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2019,2,22.04,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2019,2,28.25,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2019,2,28.74,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2019,2,27.7,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2019,2,13.6,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2019,3,31.64,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2019,3,29.29,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2019,3,31.55,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2019,3,29.6,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2019,3,,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001120100,2019,3,32.72,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2019,3,30.16,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001200200,2019,3,28.6,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2019,3,23.45,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2019,3,23.5,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2019,3,23.48,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2019,3,21.4,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004051800,2019,3,23.31,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2019,3,25.2,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2019,3,23.98,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2019,3,23.27,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2019,3,26.75,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2019,3,25.0,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2019,3,26.1,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2019,3,26.96,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2019,3,27.5,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2019,3,27.5,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006012800,2019,3,19.68,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2019,3,19.94,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2019,3,11.63,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2019,3,9.0,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2019,3,26.3,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2019,3,27.45,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2019,3,26.55,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2019,3,28.95,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2019,3,29.0,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2019,3,26.74,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2019,3,27.95,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2019,3,29.15,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2019,3,28.75,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2019,3,29.79,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2019,3,,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2019,3,24.1,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2019,3,24.31,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2019,3,22.79,26.233,78.25,207.0,GWALIOR,IN,India,26.233
IN011170400,2019,3,25.15,22.717,75.8,567.0,INDORE,IN,India,22.717
IN011180800,2019,3,26.64,23.2,79.95,393.0,JABALPUR,IN,India,23.2
IN011291000,2019,3,28.55,21.217,81.667,294.0,RAIPUR,IN,India,21.217
IN011330900,2019,3,24.95,23.85,78.75,551.0,SAGAR,IN,India,23.85
IN011340100,2019,3,24.29,24.567,80.833,317.0,SATNA,IN,India,24.567
IN011351500,2019,3,26.18,23.283,77.35,523.0,BHOPAL_BAIRAGARH,IN,India,23.283
IN012020100,2019,3,29.1,20.7,77.033,282.0,AKOLA,IN,India,20.7
IN012041000,2019,3,29.93,19.85,75.4,579.0,AURANGABAD_CHIKALTH,IN,India,19.85
IN012070800,2019,3,27.82,19.117,72.85,14.0,BOMBAY_SANTACRUZ,IN,India,19.117
IN012141800,2019,3,28.05,21.1,79.05,310.0,NAGPUR_SONEGAON,IN,India,21.1
IN012190100,2019,3,29.05,18.533,73.85,559.0,POONA,IN,India,18.533
IN012201100,2019,3,25.92,16.983,73.333,67.0,RATNAGIRI,IN,India,16.983
IN012230300,2019,3,30.92,17.667,75.9,479.0,SHOLAPUR,IN,India,17.667
IN013010200,2019,3,21.95,24.667,93.9,774.0,IMPHAL,IN,India,24.667
IN014020800,2019,3,16.4,25.25,91.7333,1313.0,CHERRAPUNJI,IN,India,25.25
IN017010300,2019,3,27.06,21.517,86.933,20.0,BALASORE,IN,India,21.517
IN017111200,2019,3,29.25,20.25,85.833,46.0,BHUBANESWAR,IN,India,20.25
IN017121000,2019,3,27.31,21.917,84.083,230.0,JHARSUGUDA,IN,India,21.917
IN018103100,2019,3,19.14,30.333,76.467,251.0,PATIALA,IN,India,30.333
IN019070100,2019,3,23.75,28.0,73.3,224.0,BIKANER,IN,India,28.0
IN019120700,2019,3,20.46,29.917,73.917,177.0,GANGANAGAR,IN,India,29.917
IN019131301,2019,3,24.19,26.817,75.8,390.0,JAIPUR_SANGANER,IN,India,26.817
IN019140400,2019,3,23.97,26.9,70.917,231.0,JAISALMER,IN,India,26.9
IN019180500,2019,3,24.9,26.3,73.017,224.0,JODHPUR,IN,India,26.3
IN019191200,2019,3,24.2,25.15,75.85,274.0,KOTA_AERODROME,IN,India,25.15
IN019261900,2019,3,24.73,24.617,73.883,514.0,UDAIPUR_DABOK,IN,India,24.617
IN020020300,2019,3,28.86,11.767,79.767,12.0,CUDDALORE,IN,India,11.767
IN020031700,2019,3,29.62,11.033,77.05,399.0,COIMBATORE_PEELAMED,IN,India,11.033
IN020040900,2019,3,,13.0,80.183,16.0,MADRAS_MINAMBAKKAM,IN,India,13.0
IN020100400,2019,3,,9.267,79.3,11.0,PAMBAN,IN,India,9.267
IN020130700,2019,3,30.65,10.767,78.717,88.0,TIRUCHCHIRAPALLI,IN,India,10.767
IN021010100,2019,3,25.86,23.883,91.25,16.0,AGARTALA,IN,India,23.883
IN022021900,2019,3,21.2,28.583,77.2,216.0,NEW_DELHI_SAFDARJUN,IN,India,28.583
IN022023000,2019,3,21.68,28.567,77.117,233.0,NEW_DELHI_PALAM,IN,India,28.567
IN022030600,2019,3,28.4,15.483,73.817,60.0,GOA_PANJIM,IN,India,15.483
IN022043500,2019,3,29.13,10.917,79.833,7.0,KARAIKAL,IN,India,10.917
IN023101700,2019,3,21.57,28.367,79.4,169.0,BAREILLY,IN,India,28.367
IN023160900,2019,3,18.49,30.317,78.033,682.0,DEHRADUN,IN,India,30.317
IN023261300,2019,3,23.04,26.75,83.367,77.0,GORAKHPUR,IN,India,26.75
IN023351400,2019,3,22.85,26.75,80.883,128.0,LUCKNOW_AMAUSI,IN,India,26.75
IN023420800,2019,3,10.7,29.4667,79.65,2311.0,MUKTESWAR_KUMAON,IN,India,29.4667
IN023550300,2019,3,24.31,25.45,82.867,85.0,VARANASI_BABATPUR,IN,India,25.45
IN024140300,2019,3,27.25,22.533,88.333,6.0,CALCUTTA_ALIPORE,IN,India,22.533
IN024141500,2019,3,26.58,22.65,88.45,6.0,CALCUTTA_DUM_DUM,IN,India,22.65
IN025010100,2019,3,29.05,8.3,73.0,2.0,MINICOYOBSY,IN,India,8.3
IN099990101,2019,3,28.98,11.117,72.733,3.0,MO_AMINI,IN,India,11.117
IN099999901,2019,3,27.2,11.667,92.717,79.0,PORT_BLAIR,IN,India,11.667
INM00042071,2019,3,17.7,31.71,74.797,230.4,AMRITSAR,IN,India,31.71
IN001020700,2019,4,33.66,14.583,77.633,364.0,PBO_ANANTAPUR,IN,India,14.583
IN001050200,2019,4,30.63,16.95,82.233,8.0,KAKINADA,IN,India,16.95
IN001080500,2019,4,32.05,17.45,78.47,527.0,BEGUMPETOBSY,IN,India,17.45
IN001090500,2019,4,33.51,18.767,79.433,156.0,RAMGUNDAM,IN,India,18.767
IN001111200,2019,4,31.4,16.2,81.15,3.0,MACHILIPATNAM,IN,India,16.2
IN001120100,2019,4,34.02,15.8,78.067,281.0,KURNOOL,IN,India,15.8
IN001160200,2019,4,32.61,14.45,79.983,20.0,NELLORE,IN,India,14.45
IN001200200,2019,4,30.43,17.717,83.233,3.0,VISHAKHAPATNAM,IN,India,17.717
IN003020100,2019,4,25.54,26.617,92.783,79.0,TEZPUR,IN,India,26.617
IN003041800,2019,4,25.8,26.1,91.583,54.0,GAUHATI,IN,India,26.1
IN003050401,2019,4,26.47,27.233,94.117,102.0,NORTH_LAKHIMPUR,IN,India,27.233
IN003050500,2019,4,25.2,27.483,95.017,111.0,DIBRUGARH_MOHANBAR,IN,India,27.483
IN004051800,2019,4,30.37,24.75,84.95,116.0,GAYA,IN,India,24.75
IN004091000,2019,4,32.2,24.05,84.067,221.0,DALTONGANJ,IN,India,24.05
IN004102500,2019,4,29.78,25.6,85.1,60.0,PATNA,IN,India,25.6
IN004122600,2019,4,28.51,23.317,85.317,652.0,MO_RANCHI,IN,India,23.317
IN005010600,2019,4,33.0,23.067,72.633,55.0,AHMADABAD,IN,India,23.067
IN005090100,2019,4,27.85,22.3667,69.0833,10.0,DWARKA,IN,India,22.3667
IN005100100,2019,4,27.95,20.9,70.367,8.0,VERAVAL,IN,India,20.9
IN005120501,2019,4,31.38,23.25,69.667,80.0,BHUJ_RUDRAMATA,IN,India,23.25
IN005150100,2019,4,32.26,22.3,70.783,138.0,RAJKOT,IN,India,22.3
IN005171200,2019,4,30.78,21.2,72.833,12.0,SURAT,IN,India,21.2
IN006012800,2019,4,27.79,30.383,76.767,272.0,AMBALA,IN,India,30.383
IN006031000,2019,4,29.17,29.167,75.733,221.0,HISSAR,IN,India,29.167
IN007101600,2019,4,18.42,31.1,77.167,2202.0,SHIMLA,IN,India,31.1
IN008010200,2019,4,15.9,34.083,74.833,1587.0,SRINAGAR,IN,India,34.083
IN009010100,2019,4,29.45,12.967,77.583,921.0,BANGALORE,IN,India,12.967
IN009012800,2019,4,28.54,12.95,77.633,897.0,BANGALORE_HINDUSTAN,IN,India,12.95
IN009021000,2019,4,28.9,15.85,74.617,747.0,BELGAUM_SAMBRA,IN,India,15.85
IN009070100,2019,4,30.18,14.233,76.433,733.0,CHITRADURGA,IN,India,14.233
IN009090300,2019,4,29.85,15.417,75.633,650.0,GADAG,IN,India,15.417
IN009120400,2019,4,29.02,14.283,74.45,9.0,HONAVAR,IN,India,14.283
IN009130300,2019,4,29.95,12.917,74.883,102.0,MANGALORE_BAJPE,IN,India,12.917
IN010050700,2019,4,31.3,11.25,75.783,5.0,KOZHIKODE,IN,India,11.25
IN010100400,2019,4,30.95,8.483,76.95,64.0,THIRUVANANTHAPURAM,IN,India,8.483
IN010100700,2019,4,31.02,8.467,76.95,8.0,THIRUVANANTHAPURAM,IN,India,8.467
IN011020300,2019,4,30.1,19.083,82.033,553.0,JAGDALPUR,IN,India,19.083
IN011060800,2019,4,30.0,22.767,81.9,625.0,PENDRA_ROAD,IN,India,22.767
IN011140700,2019,4,31.81,24.65,77.317,478.0,GUNA,IN,India,24.65
IN011150300,2019,4,31.18,26.233,78.25,207.0,GWALIOR,IN,India,26.233
