locationid,latitude,longitude,stnelev,station,countryid
ASN00008028,-28.5008,114.7897,145.0,NABAWA,AS
ASN00008039,-30.2772,116.6619,335.0,DALWALLINU_COMPARISON,AS
ASN00008050,-28.7769,114.605,3.0,GERALDTON_TOWN,AS
ASN00008051,-28.7953,114.6975,33.0,GERALDTON_AIRPORT,AS
ASN00008091,-30.6417,116.0072,203.0,MOORA,AS
ASN00008093,-29.2103,116.0089,274.0,MORAWA,AS
ASN00008095,-28.5367,115.5142,268.0,MULLEWA,AS
ASN00008137,-30.8917,116.7186,283.0,WONGAN_HILLS,AS
ASN00008138,-30.8408,116.7267,305.0,WONGAN_HILLS_RESSTATION,AS
ASN00008151,-30.665,116.1386,300.0,WALEBING,AS
ASN00008225,-29.8183,115.2722,100.0,ENEABBA,AS
ASN00008251,-27.7119,114.165,6.0,KALBARRI,AS
ASN00008267,-28.3517,114.5778,60.0,NOKANENA,AS
ASN00008290,-28.3008,113.5936,2.2,NORTH_ISLAND,AS
ASN00008296,-29.2039,116.0247,271.4,MORAWA_AIRPORT,AS
ASN00008297,-30.2761,116.6714,324.5,DALWALLINU,AS
ASN00009017,-32.055,115.75,5.0,FREMANTLE,AS
ASN00009021,-31.9275,115.9764,15.4,PERTH_AIRPORT,AS
ASN00009034,-31.95,115.8667,19.0,PERTH_REGIONAL_OFFICE,AS
ASN00009035,-31.9861,115.8192,6.1,NEDLANDS_UWA,AS
ASN00009037,-30.3381,115.5394,275.0,BADGINGARRA_RESEARCH_STN,AS
ASN00009038,-32.0089,115.5022,46.0,ROTTNEST_ISLAND_LIGHTHOUSE,AS
ASN00009053,-31.6669,116.0189,40.0,PEARCE_RAAF,AS
ASN00009058,-31.9822,116.0594,210.0,KALAMUNDA,AS
ASN00009064,-32.2258,115.7611,4.0,KWINANA_BP_REFINERY,AS
ASN00009106,-32.0486,115.9839,10.0,GOSNELLS_CITY,AS
ASN00009111,-32.44,116.0744,286.0,KARNET,AS
ASN00009114,-31.0164,115.33,4.0,LANCELIN,AS
ASN00009131,-30.3081,115.0311,1.6,JURIEN_BAY,AS
ASN00009172,-32.1011,115.8794,30.0,JANDAKOT_AERO,AS
ASN00009178,-31.4628,115.8642,73.0,GINGIN_AERO,AS
ASN00009193,-32.0069,115.5022,43.1,ROTTNEST_ISLAND,AS
ASN00009194,-32.2208,115.8075,14.0,MEDINA_RESEARCH_CENTRE,AS
ASN00009215,-31.9558,115.7619,41.0,SWANBOURNE,AS
ASN00009225,-31.9192,115.8728,24.9,PERTH_METRO,AS
ASN00009240,-32.0056,116.1364,384.0,BICKLEY,AS
ASN00009256,-32.2433,115.6839,6.0,GARDEN_ISLAND_HSF,AS
ASN00009500,-35.0289,117.8808,3.0,ALBANY,AS
ASN00009510,-33.9575,116.1375,149.9,BRIDGETOWN_COMPARISON,AS
ASN00009514,-33.3267,115.63,4.0,BUNBURY_POST_OFFICE,AS
ASN00009515,-33.6611,115.3456,4.0,BUSSELTON_SHIRE,AS
ASN00009518,-34.3728,115.1358,13.0,CAPE_LEEUWIN,AS
ASN00009519,-33.5372,115.0189,109.0,CAPE_NATURALISTE,AS
ASN00009534,-33.5719,115.8247,63.0,DONNYBROOK,AS
ASN00009538,-32.7103,116.0594,267.0,DWELLINGUP,AS
ASN00009541,-33.85,121.8833,4.0,ESPERANCE_POST_OFFICE,AS
ASN00009542,-33.6825,121.8275,142.0,ESPERANCE_AERO,AS
ASN00009569,-33.655,115.3194,3.9,BUSSELTON,AS
ASN00009572,-32.5031,115.7664,15.0,MANDURAH_PARK,AS
ASN00009573,-34.2508,116.145,286.7,MANJIMUP,AS
ASN00009581,-34.625,117.6361,300.0,MOUNT_BARKER,AS
ASN00009592,-34.4478,116.0433,174.0,PEMBERTON,AS
ASN00009603,-33.6858,115.4008,16.3,BUSSELTON_AERO,AS
ASN00009617,-33.9486,116.1311,178.7,BRIDGETOWN,AS
ASN00009628,-33.36,116.1467,204.0,COLLIE,AS
ASN00009631,-33.6031,121.7828,158.0,ESPERANCE_DOWNS_RESEARCH_STN,AS
ASN00009637,-34.9511,117.37,18.0,DENMARK_RESSTN,AS
ASN00009642,-33.1336,115.8808,30.0,WOKALUP,AS
ASN00009741,-34.9414,117.8022,68.0,ALBANY_AIRPORT,AS
ASN00009746,-34.0281,115.1042,80.0,WITCHCLIFFE,AS
ASN00009754,-34.5961,118.5519,120.0,METTLER,AS
ASN00009787,-35.1833,117.8833,103.0,ECLIPSE_ISLAND,AS
ASN00009789,-33.83,121.8925,25.0,ESPERANCE,AS
ASN00009812,-33.0789,115.8806,40.0,HARVEY,AS
ASN00009842,-33.7964,115.6658,130.0,JARRAHWOOD,AS
ASN00009871,-34.8361,116.0308,4.5,WINDY_HARBOUR,AS
ASN00009887,-32.5211,115.75,21.0,MANDURAH,AS
ASN00009961,-33.9306,120.1283,26.0,HOPETOUN_NORTH,AS
ASN00009964,-34.5714,117.0106,250.0,ROCKY_GULLY,AS
ASN00009965,-33.3567,115.6447,5.2,BUNBURY,AS
ASN00009968,-34.5683,116.3367,210.0,SHANNON,AS
ASN00009977,-32.5219,115.7119,3.0,MANDURAH,AS
ASN00009994,-33.3608,116.1717,200.0,COLLIE_EAST,AS
ASN00009998,-34.9469,116.7222,73.0,NORTH_WALPOLE,AS
ASN00010007,-30.8081,117.8603,359.0,BENCUBBIN,AS
ASN00010035,-31.6494,117.2331,220.0,CUNDERDIN,AS
ASN00010058,-31.2994,116.8269,239.0,GOOMALLING,AS
ASN00010073,-31.6183,117.7217,250.0,KELLERBERRIN,AS
ASN00010092,-31.4756,118.2789,315.0,MERREDIN,AS
ASN00010093,-31.4994,118.2242,318.0,MERREDIN_RESEARCH_STATION,AS
ASN00010111,-31.6508,116.6586,170.0,NORTHAM,AS
ASN00010144,-31.8836,116.7581,174.0,YORK_POST_OFFICE,AS
ASN00010152,-31.75,116.6833,166.0,MURESK_AGRICCOLLEGE,AS
ASN00010244,-31.7603,116.4781,330.0,BAKERS_HILL_CSIRO,AS
ASN00010286,-31.6219,117.2217,216.7,CUNDERDIN_AIRFIELD,AS
ASN00010311,-31.8997,116.765,179.0,YORK,AS
ASN00010515,-32.1083,116.9247,199.0,BEVERLEY,AS
ASN00010524,-32.3725,117.0072,250.0,BROOKTON,AS
ASN00010536,-32.3292,117.8733,295.0,CORRIGIN,AS
ASN00010554,-33.8167,117.1667,330.0,GLEN_LOSSIE,AS
ASN00010568,-32.4419,118.8983,299.0,HYDEN,AS
ASN00010579,-33.6886,117.5553,310.0,KATANNING_COMPARISON,AS
ASN00010582,-33.83,117.159,305.0,KOJONUP,AS
ASN00010592,-33.1006,118.4625,286.0,LAKE_GRACE_COMPARISON,AS
ASN00010612,-32.0656,118.3956,276.0,NAREMBEEN,AS
ASN00010614,-32.9342,117.1797,338.0,NARROGIN,AS
ASN00010622,-33.9644,118.4889,286.0,ONGERUP,AS
ASN00010626,-32.5336,117.0831,297.0,PINGELLY,AS
ASN00010633,-33.5803,120.0458,232.0,RAVENSTHORPE,AS
ASN00010647,-33.3075,117.3403,256.0,WAGIN,AS
ASN00010648,-32.6814,116.6756,280.0,WANDERING_COMPARISON,AS
ASN00010692,-33.1131,118.84,320.0,NEWDEGATE_RESEARCH_STATION,AS
ASN00010905,-33.8878,119.1092,305.0,JACUP,AS
ASN00010911,-33.1006,118.4647,286.0,LAKE_GRACE,AS
ASN00010916,-33.6856,117.6064,320.0,KATANNING,AS
ASN00010917,-32.6722,116.6706,275.0,WANDERING,AS
ASN00011003,-31.6797,128.8792,93.1,EUCLA,AS
ASN00011004,-30.8389,128.1139,156.0,FORREST_AERO,AS
ASN00011013,-31.0119,125.3294,182.0,RAWLINNA,AS
ASN00011017,-32.4569,123.8653,151.0,BALLADONIA,AS
ASN00011019,-32.2464,126.3008,5.6,EYRE,AS
ASN00011045,-31.09,125.6589,162.0,BALGAIR,AS
ASN00011052,-30.8453,128.1092,159.0,FORREST,AS
ASN00011053,-32.2028,127.5297,3.1,RED_ROCKS_POINT,AS
ASN00012008,-27.7556,119.9078,610.0,BOOYLGOO_SPRING,AS
ASN00012009,-32.2147,121.7547,262.5,NORSEMAN_AERO,AS
ASN00012022,-28.97,119.5686,450.0,CASHMERE_DOWNS,AS
ASN00012038,-30.7847,121.4533,365.3,KALGOORLIE_BOULDER_AIRPORT,AS
ASN00012039,-30.75,121.4667,361.0,KALGOORLIE_POST_OFFICE,AS
ASN00012044,-33.5547,120.6997,220.0,MUNGLINUP_WEST,AS
ASN00012045,-28.6306,122.4072,461.0,LAVERTON,AS
ASN00012046,-28.8836,121.3303,376.0,LEONORA,AS
ASN00012052,-29.6939,121.0297,425.9,MENZIES,AS
ASN00012065,-32.1981,121.7794,277.0,NORSEMAN,AS
ASN00012071,-32.9869,121.6239,249.0,SALMON_GUMS_RESSTN,AS
ASN00012074,-31.2319,119.3281,355.0,SOUTHERN_CROSS,AS
ASN00012090,-27.2842,120.0931,487.0,YEELIRRIE,AS
ASN00012219,-28.1664,123.6556,441.6,YAMARNA,AS
ASN00012239,-28.4967,119.7436,438.5,BULGA_DOWNS,AS
ASN00012241,-28.8789,121.3186,370.0,LEONORA_AERO,AS
ASN00012242,-29.6694,119.3031,434.0,DIEMALS,AS
ASN00012281,-33.5969,120.7578,210.0,MUNGLINUP_MELALEUCA,AS
ASN00012305,-28.6133,122.4236,464.3,LAVERTON_AERO,AS
ASN00012314,-27.8386,120.7031,497.0,LEINSTER_AERO,AS
ASN00012320,-31.2353,119.3564,347.4,SOUTHERN_CROSS_AIRFIELD,AS
ASN00013007,-20.1417,127.9867,420.0,BALGO_HILLS,AS
ASN00013011,-26.1317,126.5839,459.0,WARBURTON_AIRFIELD,AS
ASN00013012,-26.5914,120.225,521.0,WILUNA,AS
ASN00013015,-25.7964,122.9753,448.0,CARNEGIE,AS
ASN00013017,-25.0341,128.301,598.0,GILES_METEOROLOGICAL_OFFICE,AS
ASN00013030,-21.7125,122.2281,291.9,TELFER_AERO,AS
ASN00014008,-11.3167,131.7667,19.0,CAPE_DON,AS
ASN00014011,-11.1456,132.5688,35.0,MINJILANG,AS
ASN00014015,-12.4239,130.8925,30.4,DARWIN_AIRPORT,AS
ASN00014016,-12.4,130.8,24.4,DARWIN_POST_OFFICE,AS
ASN00014040,-12.4227,130.8844,30.0,DARWIN_AIRPORT_COMPARISON,AS
ASN00014041,-12.605,131.2988,14.1,MIDDLE_POINT_AWS,AS
ASN00014042,-12.3263,133.0581,6.7,OENPELLI,AS
ASN00014090,-12.5781,131.3145,10.0,MIDDLE_POINT,AS
ASN00014142,-11.4022,130.4217,18.3,PIRLANGIMPI,AS
ASN00014153,-11.1538,132.143,5.0,BLACK_POINT,AS
ASN00014198,-12.6594,132.8939,26.5,JABIRU_AIRPORT,AS
ASN00014272,-13.0545,131.0252,104.0,BATCHELOR_AERO,AS
ASN00014274,-11.0468,132.9791,1.4,MCCLUER_ISLAND,AS
ASN00014277,-12.635,130.3725,3.5,DUM_IN_MIRRIE_AWS,AS
ASN00014400,-12.0482,134.2263,11.0,MANINGRIDA,AS
ASN00014401,-11.6502,133.3796,19.2,WARRUWI,AS
ASN00014402,-12.1239,134.9078,4.0,MILINGIMBI,AS
ASN00014404,-12.0931,134.8919,15.0,MILINGIMBI_AWS,AS
ASN00014405,-12.0569,134.2339,28.1,MANINGRIDA_AERO,AS
ASN00014502,-12.25,136.8833,9.4,YIRRKALA_MISSION,AS
ASN00014504,-12.028,135.5648,18.0,GALIWINKU,AS
ASN00014506,-13.9833,136.4333,14.0,ANGURUGU,AS
ASN00014507,-13.8483,136.4198,20.0,ALYANGULA_POLICE,AS
ASN00014508,-12.2741,136.8203,51.6,GOVE_AIRPORT,AS
ASN00014512,-12.1939,136.7637,20.0,NHULUNBUY_DTW,AS
ASN00014517,-11.9971,135.5726,8.1,NGAYAWILI,AS
ASN00014518,-13.9747,136.4631,13.7,GROOTE_EYLANDT_AIRPORT_AWS,AS
ASN00014612,-15.5748,133.2138,180.0,LARRIMAH,AS
ASN00014618,-16.253,133.37,211.8,DALY_WATERS,AS
ASN00014626,-16.2636,133.3782,209.8,DALY_WATERS_AWS,AS
ASN00014627,-13.6714,134.3414,103.4,BULMAN_AWS,AS
ASN00014633,-14.7356,134.5291,18.0,ROPER_BAR_STORE,AS
ASN00014703,-15.7426,136.8192,12.2,CENTRE_ISLAND,AS
ASN00014704,-16.4423,136.076,40.0,MCARTHUR_RIVER_MINE,AS
ASN00014707,-17.2122,137.9462,60.0,WOLLOGORANG,AS
ASN00014723,-16.0757,136.3041,16.1,BORROLOOLA,AS
ASN00014825,-16.403,131.0145,88.5,VICTORIA_RIVER_DOWNS,AS
ASN00014829,-18.3325,130.6358,315.6,LAJAMANU,AS
ASN00014840,-17.3871,131.1166,196.0,WAVE_HILL,AS
ASN00014847,-16.1176,130.9558,100.0,KIDMAN_SPRINGS,AS
ASN00014850,-15.6614,130.4808,20.1,TIMBER_CREEK,AS
ASN00014901,-13.8345,131.1872,42.8,DOUGLAS_RIVER,AS
ASN00014902,-14.4589,132.2572,106.9,KATHERINE_COUNCIL,AS
ASN00014903,-14.4437,132.2737,108.0,KATHERINE_AVIATION_MUSEUM,AS
ASN00014904,-14.4833,132.25,120.1,KATHERINE_EXP_FARM,AS
ASN00014905,-14.2403,129.5215,11.0,PORT_KEATS_POLICE,AS
ASN00014909,-13.3275,133.0861,416.0,CENTRAL_ARNHEM_PLATEAU,AS
ASN00014932,-14.5229,132.3826,133.6,TINDAL_RAAF,AS
ASN00014938,-13.7379,130.6834,15.2,MANGO_FARM,AS
ASN00014948,-14.2495,129.5282,28.0,PORT_KEATS_AERO,AS
ASN00014949,-15.7442,131.9182,221.0,DELAMERE_WEAPONS_RANGE,AS
ASN00014954,-14.9408,130.8092,75.0,BRADSHAW,AS
ASN00015034,-19.8983,136.3358,240.0,WONARAH,AS
ASN00015085,-18.637,135.945,218.0,BRUNETTE_DOWNS,AS
ASN00015087,-19.6475,134.1896,376.5,TENNANT_CREEK_POST_OFFICE,AS
ASN00015089,-17.3833,133.4,210.0,NEWCASTLE_WATERS_POST_OFFICE,AS
ASN00015131,-17.5521,133.5407,220.0,ELLIOTT,AS
ASN00015135,-19.6423,134.1833,375.7,TENNANT_CREEK_AIRPORT,AS
ASN00015502,-21.0025,134.4029,375.0,ALI_CURUNG,AS
ASN00015511,-25.3139,131.7571,489.6,CURTIN_SPRINGS,AS
ASN00015525,-21.5317,133.8901,510.5,BARROW_CREEK,AS
ASN00015526,-25.5833,134.5667,267.0,FINKE_POST_OFFICE,AS
ASN00015527,-25.34,131.0583,526.0,AYERS_ROCK,AS
ASN00015528,-22.2562,131.8017,667.0,YUENDUMU,AS
ASN00015540,-23.71,133.8683,580.0,ALICE_SPRINGS_POST_OFFICE,AS
ASN00015546,-23.8289,134.9555,416.0,RINGWOOD,AS
ASN00015548,-20.1883,130.0161,340.0,RABBIT_FLAT,AS
ASN00015590,-23.7951,133.889,546.0,ALICE_SPRINGS_AIRPORT,AS
ASN00015594,-23.4564,134.6849,661.0,ARLTUNGA,AS
ASN00015602,-22.9494,136.1442,328.0,JERVOIS,AS
ASN00015603,-25.8428,133.3027,508.6,KULGERA,AS
ASN00015635,-25.1896,130.9737,492.0,YULARA_AERO,AS
ASN00015643,-22.4518,133.6377,565.6,TERRITORY_GRAPE_FARM,AS
ASN00015652,-24.2914,131.5488,614.0,WATARRKA,AS
ASN00015664,-23.27,129.38,454.3,WALUNGURRU,AS
ASN00015666,-20.1824,130.0148,340.0,RABBIT_FLAT,AS
ASN00016001,-31.1558,136.8054,166.6,WOOMERA_AERODROME,AS
ASN00016007,-29.004,134.7564,215.0,COOBER_PEDY,AS
ASN00016013,-26.2925,132.1283,676.0,ERNABELLA,AS
ASN00016032,-32.5226,136.4926,200.0,NONNING,AS
ASN00016044,-30.7111,134.5694,119.5,TARCOOLA,AS
ASN00016056,-32.1232,137.1505,128.0,YUDNAPINNA,AS
ASN00016065,-30.449,137.1692,76.0,ANDAMOOKA,AS
ASN00016085,-27.3002,133.6201,323.0,MARLA_POLICE_STATION,AS
ASN00016090,-29.0347,134.7222,225.0,COOBER_PEDY_AIRPORT,AS
ASN00016096,-30.4829,136.8772,98.5,ROXBY_DOWNS_OLYMPIC_DAM_AEROD,AS
ASN00016097,-26.2635,132.1771,703.2,ERNABELLA_PUKATJA,AS
ASN00016098,-30.7051,134.5786,123.0,TARCOOLA_AERO,AS
ASN00017005,-30.4667,138.4075,194.0,LEIGH_CREEK_AERO,AS
ASN00017024,-30.066,138.2739,91.0,MARREE_FARINA,AS
ASN00017031,-29.6481,138.0637,50.0,MARREE_COMPARISON,AS
ASN00017043,-27.5553,135.4456,116.5,OODNADATTA_AIRPORT,AS
ASN00017096,-28.1125,140.2102,39.0,MOOMBA,AS
ASN00017099,-30.311,139.3357,318.0,ARKAROOLA,AS
ASN00017110,-30.5963,138.4219,258.8,LEIGH_CREEK_AIRPORT,AS
ASN00017123,-28.0997,140.1956,37.8,MOOMBA_AIRPORT,AS
ASN00017126,-29.6587,138.0684,50.0,MARREE_AERO,AS
ASN00018011,-32.1267,133.6725,10.0,CEDUNA_POST_OFFICE,AS
ASN00018012,-32.1297,133.6976,15.3,CEDUNA_AMO,AS
ASN00018014,-33.7011,136.4937,193.0,CLEVE,AS
ASN00018030,-31.99,132.4372,3.0,FOWLERS_BAY,AS
ASN00018040,-33.1414,136.4125,280.0,KIMBA,AS
ASN00018044,-33.1332,135.5552,57.0,KYANCUTTA,AS
ASN00018052,-32.8361,135.15,168.0,MINNIPA_AGRICULTURAL_CENTRE,AS
ASN00018069,-33.6501,134.888,7.0,ELLISTON,AS
ASN00018070,-34.7225,135.8558,4.0,PORT_LINCOLN,AS
ASN00018079,-32.7963,134.2116,13.0,STREAKY_BAY,AS
ASN00018083,-33.043,135.4519,86.4,WUDINNA_AERO,AS
ASN00018103,-33.0303,137.5328,13.1,WHYALLA_NORRIE,AS
ASN00018106,-31.4492,130.8976,64.0,NULLARBOR,AS
ASN00018110,-30.6143,130.4136,120.0,COOK,AS
ASN00018115,-35.3365,136.1174,32.0,NEPTUNE_ISLAND,AS
ASN00018116,-33.7081,136.5026,175.0,CLEVE_AERODROME,AS
ASN00018120,-33.0539,137.5205,6.5,WHYALLA_AERO,AS
ASN00018139,-33.5085,135.2928,37.0,POLDA_GUM_VIEW,AS
ASN00018181,-34.4906,135.8511,95.0,PORT_LINCOLN_TOD_RIVER,AS
ASN00018191,-34.3749,135.3741,28.0,COULTA_COLES_POINT,AS
ASN00018192,-34.5993,135.8784,8.5,NORTH_SHIELDS_PORT_LINCOLN_AW,AS
ASN00018195,-32.8427,135.1515,165.0,MINNIPA_DPI,AS
ASN00018201,-32.5091,137.7144,14.0,PORT_AUGUSTA_AERO,AS
ASN00019017,-31.8846,138.435,315.0,HAWKER,AS
ASN00019036,-32.5,137.7667,5.0,PORT_AUGUSTA_POST_OFFICE,AS
ASN00019062,-33.0287,138.7489,512.0,YONGALA,AS
ASN00019066,-32.528,137.79,7.0,PORT_AUGUSTA_POWER_STATION,AS
ASN00020026,-32.5819,139.5611,303.0,YUNTA,AS
ASN00020028,-33.7622,140.1251,55.0,GLUEPOT_RESERVE_GLUEPOT,AS
ASN00020062,-32.5707,139.5645,300.0,YUNTA_AIRSTRIP,AS
ASN00021014,-33.8364,138.6125,385.0,CLARE_POST_OFFICE,AS
ASN00021020,-33.359,138.393,273.0,GEORGETOWN,AS
ASN00021043,-33.1708,138.0104,4.0,PORT_PIRIE_NYRSTAR_COMPARISON,AS
ASN00021046,-33.7844,138.2133,103.0,SNOWTOWN,AS
ASN00021131,-33.8226,138.5933,395.0,CLARE_HIGH_SCHOOL,AS
ASN00021133,-33.7676,138.2182,109.1,SNOWTOWN_RAYVILLE_PARK,AS
ASN00022006,-33.9551,137.6953,44.0,KADINA,AS
ASN00022008,-34.3745,137.6733,185.0,MAITLAND,AS
ASN00022015,-34.2971,138.0014,2.0,PRICE,AS
ASN00022018,-34.9906,137.3995,53.0,WAROOKA,AS
ASN00022029,-35.3725,136.8594,80.0,ALTHORPE_ISLAND,AS
ASN00022030,-35.1167,137.8333,3.0,TROUBRIDGE_SHOAL_LIGHTHOUSE,AS
ASN00022031,-34.748,137.5276,32.0,MINLATON_AERO,AS
ASN00022046,-35.1121,137.7395,6.0,EDITHBURGH,AS
ASN00022049,-35.2795,136.9392,42.0,STENHOUSE_BAY,AS
ASN00022050,-33.9703,137.6628,41.1,KADINA_AWS,AS
ASN00022801,-35.7529,136.5938,143.0,CAPE_BORDA_COMPARISON,AS
ASN00022802,-36.0667,136.7,75.0,CAPE_DE_COUEDIC,AS
ASN00022803,-35.8426,138.1327,55.0,CAPE_WILLOUGHBY,AS
ASN00022807,-35.6569,137.6364,20.0,KINGSCOTE,AS
ASN00022814,-35.8,137.3333,155.0,PARNDANA_EAST_RESEARCH_STATION,AS
ASN00022823,-35.7549,136.5959,158.0,CAPE_BORDA,AS
ASN00022841,-35.7114,137.5231,5.0,KINGSCOTE_AERO,AS
ASN00023000,-34.9254,138.5869,40.0,ADELAIDE_WEST_TERRACE,AS
ASN00023013,-34.7977,138.6281,9.5,PARAFIELD_AIRPORT,AS
ASN00023015,-34.7333,138.65,24.0,PENFIELD_WEAPONS_RESEARCH,AS
ASN00023020,-34.5267,138.6883,68.0,ROSEWORTHY_AGRIC_COLLEGE,AS
ASN00023031,-34.9697,138.6331,115.0,ADELAIDE_WAITE_INSTITUTE,AS
ASN00023034,-34.9524,138.5204,2.0,ADELAIDE_AIRPORT,AS
ASN00023037,-34.7833,138.6242,16.0,ADELAIDE_PARAFIELD_PLANT_INTR,AS
ASN00023057,-34.8533,138.6517,77.0,ADELAIDE_NORTHFIELD_RESEARCH,AS
ASN00023083,-34.7111,138.6222,16.5,EDINBURGH_RAAF,AS
ASN00023090,-34.9211,138.6216,48.0,ADELAIDE_KENT_TOWN,AS
ASN00023122,-34.5106,138.6763,65.0,ROSEWORTHY_AWS,AS
ASN00023307,-34.3412,138.9155,245.0,KAPUNDA,AS
ASN00023321,-34.4767,139.0047,274.0,NURIOOTPA_COMPARISON,AS
ASN00023343,-34.5519,138.8342,116.0,ROSEDALE_TURRETFIELD_RESEARCH,AS
ASN00023373,-34.4761,139.0056,275.0,NURIOOTPA_VITICULTURAL,AS
ASN00023703,-35.0042,138.6147,305.0,BELAIR_KALYRA,AS
ASN00023733,-35.0639,138.8509,360.0,MOUNT_BARKER,AS
ASN00023745,-35.0333,138.7167,496.2,STIRLING,AS
ASN00023747,-35.256,138.8901,70.0,STRATHALBYN,AS
ASN00023751,-35.555,138.6217,5.0,VICTOR_HARBOR_COMPARISON,AS
ASN00023763,-34.7122,138.9469,395.0,MOUNT_CRAWFORD_FOREST_HEADQUAR,AS
ASN00023785,-35.0,138.7167,496.0,STIRLING_POST_OFFICE,AS
ASN00023801,-34.9482,138.8071,480.0,LENSWOOD_RESEARCH_CENTRE,AS
ASN00023804,-35.5544,138.5997,8.0,VICTOR_HARBOR_ENCOUNTER_BAY,AS
ASN00023842,-34.9784,138.7088,685.0,MOUNT_LOFTY,AS
ASN00023849,-35.5147,138.7989,3.0,GOOLWA_HINDMARSH_ISLAND_MARIN,AS
ASN00023875,-35.5695,138.2864,341.0,PARAWA_SECOND_VALLEY_FOREST_A,AS
ASN00023878,-34.7253,138.9273,525.0,MOUNT_CRAWFORD_MT_CRAWFORD_AW,AS
ASN00023885,-35.1586,138.5057,55.0,NOARLUNGA,AS
ASN00023887,-35.1712,138.6783,365.0,KUITPO_FOREST_RESERVE,AS
ASN00023894,-35.5194,138.8177,11.0,HINDMARSH_ISLAND_AWS,AS
ASN00024002,-34.2833,140.6,65.5,BERRI_IRRIGATION,AS
ASN00024016,-34.1711,140.7494,20.0,RENMARK,AS
ASN00024023,-34.4333,140.6,66.0,LOXTON_RESEARCH_CENTRE,AS
ASN00024024,-34.439,140.5978,30.1,LOXTON_RESEARCH_CENTRE,AS
ASN00024041,-34.1944,139.9378,65.0,WAIKERIE_GOLDEN_HEIGHTS,AS
ASN00024048,-34.1983,140.6766,31.5,RENMARK_AERO,AS
ASN00024511,-34.1754,139.0847,415.0,EUDUNDA,AS
ASN00024518,-35.6902,139.3375,3.0,MENINGIE,AS
ASN00024521,-35.1234,139.2592,33.0,MURRAY_BRIDGE_COMPARISON,AS
ASN00024536,-35.2546,139.4542,21.0,TAILEM_BEND,AS
ASN00024580,-35.2836,138.8934,58.0,STRATHALBYN_RACECOURSE,AS
ASN00024584,-35.065,139.2273,45.0,MURRAY_BRIDGE_PALLAMANA_AEROD,AS
ASN00025006,-35.09,139.8972,72.0,KAROONDA,AS
ASN00025050,-34.6345,140.2432,68.0,CALIPH,AS
ASN00025507,-36.098,140.3556,29.0,KEITH,AS
ASN00025509,-35.3288,140.5175,99.0,LAMEROO_COMPARISON,AS
ASN00025557,-36.1058,140.3273,27.0,KEITH_MUNKORA,AS
ASN00025562,-35.3778,140.5378,110.1,LAMEROO_AUSTIN_PLAINS,AS
ASN00026005,-38.0573,140.6725,5.0,CAPE_NORTHUMBERLAND,AS
ASN00026013,-36.8803,140.9286,95.0,KYBYBOLITE_RESEARCH_CENTRE,AS
ASN00026016,-36.9731,140.3664,30.0,LUCINDALE_POST_OFFICE,AS
ASN00026019,-37.5575,140.4197,65.0,MOUNT_BURR_FOREST_RESERVE,AS
ASN00026020,-37.8333,140.7833,65.0,MOUNT_GAMBIER_POST_OFFICE,AS
ASN00026021,-37.7473,140.7739,63.0,MOUNT_GAMBIER_AERO,AS
ASN00026023,-36.9564,140.7402,58.0,NARACOORTE,AS
ASN00026026,-37.1628,139.756,3.3,ROBE_COMPARISON,AS
ASN00026045,-37.3,140.8333,59.0,COONAWARRA,AS
ASN00026089,-36.5958,140.4864,37.0,PADTHAWAY,AS
ASN00026091,-37.2906,140.8254,57.0,COONAWARRA,AS
ASN00026095,-36.9655,139.7164,17.0,CAPE_JAFFA_THE_LIMESTONE,AS
ASN00026099,-36.9813,140.727,49.7,NARACOORTE_AERODROME,AS
ASN00026100,-36.6539,140.5212,35.0,PADTHAWAY_SOUTH,AS
ASN00026105,-37.1776,139.8054,3.0,ROBE_AIRFIELD,AS
ASN00027005,-13.9447,143.2006,199.0,COEN_POST_OFFICE,AS
ASN00027006,-13.7642,143.1178,160.5,COEN_AIRPORT_EVAP,AS
ASN00027015,-12.4536,142.6389,40.0,MORETON_TELEGRAPH_STATION,AS
ASN00027021,-10.5831,142.2203,8.0,THURSDAY_ISLAND_TOWNSHIP,AS
ASN00027022,-10.5853,142.21,57.6,THURSDAY_ISLAND_MO,AS
ASN00027042,-12.6267,141.8836,20.0,WEIPA_EASTERN_AVE,AS
ASN00027045,-12.6778,141.9208,18.0,WEIPA_AERO,AS
ASN00027054,-10.0511,143.0686,3.5,COCONUT_ISLAND,AS
ASN00027058,-10.5844,142.29,4.0,HORN_ISLAND,AS
ASN00027073,-13.7606,143.1183,159.3,COEN_AIRPORT,AS
ASN00027075,-12.6167,142.0869,39.3,SCHERGER_RAAF,AS
ASN00028004,-16.0008,144.0758,203.8,PALMERVILLE,AS
ASN00028007,-14.7803,143.5036,79.4,MUSGRAVE,AS
ASN00028008,-12.785,143.3047,18.5,LOCKHART_RIVER_AIRPORT,AS
ASN00029004,-17.7425,139.5475,5.5,BURKETOWN_POST_OFFICE,AS
ASN00029008,-20.7089,140.5192,200.0,CLONCURRY_MCILLWRAITH_ST,AS
ASN00029009,-20.6717,140.5083,189.0,CLONCURRY_AERO,AS
ASN00029012,-18.2044,142.2447,115.5,CROYDON_TOWNSHIP,AS
ASN00029025,-20.6569,141.7458,122.6,JULIA_CREEK_POST_OFFICE,AS
